"astrocytes" "endothelial" "fetal_quiescent" "fetal_replicating" "hybrid" "microglia" "neurons" "oligodendrocytes" "OPC"
"1" 0.302900232612576 0.0739269088814009 0.186650907809253 0.0500946417713413 0 0 0.104022130128857 0.282405178796573 0
"2" 0.298673631942339 0.119118185487507 0.180352952899898 0.0484081694274061 0 0 0.0576296054101954 0.295817454832654 0
"3" 0.267110275618652 0.117173292475917 0.203415066037452 0.0235686751789091 0 0.0228953511270663 0.0595567886462078 0.306280550915796 0
"4" 0.277727670090976 0.0623756207388866 0.179589816740137 0.0176820842700497 0 0 0.173266956061462 0.289357852098489 0
"5" 0.236209292631771 0.107447324885668 0.178598998082186 0 0 0.0102560325124479 0.167999268131924 0.299489083756003 0
"6" 0.23663219300043 0.0764624766781086 0.173232651808084 0.0299715240825334 0 0.00949444610543682 0.161172110581225 0.313034597744182 0
"7" 0.311209495632377 0.0998430685480258 0.191868761546847 0.0327247343379262 0 0 0.0836462788298071 0.280707661105016 0
"8" 0.231039783332375 0.167950174030733 0.19834459570631 0.0138706716382441 0 0 0.0924651420906034 0.296329633201734 0
"9" 0.252617658645246 0.103450435261763 0.188773731791522 0 0 0 0.163422700871271 0.291735473430198 0
"10" 0.260135972497085 0.055368691172231 0.179479270502573 0 0 0 0.229825117654401 0.275190948173709 0
"11" 0.240371554426482 0.0546397123758519 0.169836705978552 0.00830905366475851 0 0 0.216031723769997 0.310811249784358 0
"12" 0.273992914666811 0.035272424666166 0.178020447369333 0.0104651110323072 0 0 0.229730012491995 0.272519089773388 0
"13" 0.252742498101314 0.0776514212493779 0.190559248881274 0 0 0.0123876492402632 0.202809695087842 0.263849487439929 0
"14" 0.268982846585915 0.138067842892044 0.199392714576195 0.0190106349046716 0 0.0221996724041591 0.0825375763115263 0.269808712325489 0
"15" 0.285520864898147 0.11212680362409 0.201362753106135 0.0133117878824489 0 0.0125635726638343 0.0945688687843131 0.280545349041032 0
"16" 0.318188433089467 0.0904184374553588 0.179914083833118 0.0411162049186166 0 0 0.0901054140156253 0.280257426687814 0
"17" 0.258092458170374 0.190219116769762 0.188477668261269 0.0265925657986893 0 0 0.0519993261893801 0.284618864810525 0
"18" 0.234023800897878 0.11729146533479 0.187415953904734 0 0 0.0202287266901076 0.172418759456014 0.268621293716476 0
"19" 0.24842223158669 0.0819106283190098 0.195799907883605 0.00308072119707845 0 0.0517950038246837 0.143253909886079 0.275737597302854 0
"20" 0.28770101667935 0.163765819877583 0.214179933588644 0.0100501688761764 0 0.0354087157777829 0.0332830290422306 0.255611316158234 0
"21" 0.249320371078099 0.0744876411493435 0.180851482039779 0.00384589443947511 0 0.0106734117335634 0.204615603721953 0.276205595837787 0
"22" 0.247806669352064 0.0486772886727478 0.184977239017435 0 0 0 0.231423644435057 0.287115158522697 0
"23" 0.266144957132629 0.105335187133651 0.199161115053384 0.009701105608381 0 0.0100360431414549 0.111215557633352 0.298406034297149 0
"24" 0.304015778275054 0.161404109179095 0.187614969054342 0.0296778148727605 0 0.0427115891328969 0.0324673312921098 0.24210840819374 0
"25" 0.278870028483066 0.124559970926711 0.194574904457719 0.0220716439197247 0 0 0.0910624975675842 0.288860954645195 0
"26" 0.30334872229462 0.109598751277756 0.195425168602397 0.0194083734026436 0 0.0141298031407319 0.0997432842400279 0.258345897041823 0
"27" 0.247750161391832 0.14166977380125 0.190996883133108 0.0152297435895732 0 0 0.110874400819205 0.293479037265032 0
"28" 0.30357412381976 0.116603350315214 0.178808421882583 0.0380568658690981 0 0 0.0892733854986313 0.273683852614715 0
"29" 0.22690649801313 0.156804211598327 0.174303286349587 0.0361296600264498 0 0.0220908928548735 0.105750147258726 0.278015303898907 0
"30" 0.289881350634056 0.112054861995788 0.193199037634078 0.0340713006699659 0 0.0142368839843732 0.085909025835482 0.270647539246256 0
"31" 0.290934981389716 0.0841209893774247 0.18882780608676 0.00671478756490418 0 0.0191375887683471 0.132699820422962 0.277564026389886 0
"32" 0.28297404032734 0.126572954676117 0.203804571450203 0.0170488664264427 0 0.0542268512373462 0.0435367977621948 0.271835918120356 0
"33" 0.275408264720217 0.10709031391988 0.176069551982215 0.0290759932955523 0 0 0.138093995111152 0.274261880970984 0
"34" 0.266470455777519 0.0563920755779726 0.179032016093937 0.00764669820222891 0 0.000189965325977148 0.222602511526635 0.267666277495731 0
"35" 0.210841820082518 0.104141127945803 0.186846156873897 0 0 0.027688452293829 0.172855674371689 0.297626768432264 0
"36" 0.268799872271026 0.0544839200924451 0.182742811664676 0.0158408823748356 0 0 0.189024738855822 0.289107774741195 0
"37" 0.266900610324482 0.0793333471150674 0.182600353643813 0.000281207061307381 0 0.00601226042155839 0.1901573904112 0.274714831022572 0
"38" 0.260125349670551 0.141404383682263 0.200650394773122 0.00746166977438537 0 0.0530165639638736 0.0538786219693364 0.28346301616647 0
"39" 0.2350096308833 0.141613935870587 0.194987717630719 0.0118770497804817 0 0 0.110133537120437 0.306378128714475 0
"40" 0.246639987947837 0.0864886944368335 0.189440060300739 0.00791692231825838 0 0.0219530980546033 0.182842363554688 0.264718873387041 0
"41" 0.233991193346234 0.0643689877083462 0.176007133634774 0.0351476381547008 0 0.0498996796630822 0.135186027346925 0.305399340145937 0
"42" 0.286361713266721 0.0460204572366384 0.172035904028595 0.0164073216565301 0 0 0.193627252494186 0.285547351317329 0
"43" 0.270014425475811 0.0601374416568084 0.188430125036434 0.00566841111722055 0 0.0153146504624477 0.202540984770375 0.257893961480903 0
"44" 0.201594624638294 0.0791347097315734 0.180967638356839 0.0136273368756885 0 0.0234151446619848 0.164407235206424 0.336853310529196 0
"45" 0.233980230867754 0.0905983191479478 0.19555979608588 0.00292628392486693 0 0.0531386320852471 0.128117784821979 0.295678953066325 0
"46" 0.274797944229687 0.0857983754475657 0.188865651242212 0.0181309108927096 0 0 0.184413047403921 0.247994070783905 0
"47" 0.265110602422501 0.0857140418126159 0.195026841598711 0.0144196935856319 0 0.0299317470665935 0.136145819009189 0.273651254504758 0
"48" 0.226522000535134 0.106024978556059 0.18684337015604 0 0 0.0157543522209474 0.181996360497973 0.282858938033847 0
"49" 0.281537216990548 0.143467474042011 0.199963220004235 0.0166514061668528 0 0.0100343377147229 0.0797258823650812 0.26862046271655 0
"50" 0.227316367304587 0.14688699486387 0.211002625547973 0.0084857792629543 0 0.0699593171579796 0.0649904855309739 0.271358430331664 0
"51" 0.228661166395023 0.0592217210181598 0.171788410188565 0.0140157570222078 0 0.00236679952154209 0.228908925998204 0.295037219856298 0
