"Bcells" "CAFs" "CD4_Tcells" "CD8_Tcells" "Endothelial" "Macrophages" "NKcells" "otherCells"
"GTEX.14BIN.0011.R11a.SM.5SI79" 0.724125724054579 0.00977311376821583 1.3309144601642e-06 0.0224299609442297 0.0884041314262352 1.85565398391179e-07 0.15526550568185 4.76450317054103e-08
"GTEX.N7MS.0011.R11A.SM.2HMJS" 0.706808413120006 0.00851005574941595 1.03574718005052e-05 0.116515986718795 0.0836913967956431 0.00140198364868259 0.0830617387810879 6.7714569226903e-08
"GTEX.NL3H.0011.R11A.SM.2I3E6" 0.819928642313722 0.00924076472175031 1.28680840265234e-06 2.99826626735363e-06 0.0592100872229064 1.80374828364163e-07 0.111615423289949 6.17002173319005e-07
"GTEX.NL4W.0011.R11A.SM.2I3DW" 0.352969413029956 0.011944660228117 0.136381165170943 0.304619984394845 0.102401961204417 0.000998184692480778 0.0906846203134077 1.09658332669136e-08
"GTEX.NPJ7.0011.R11A.SM.2I3E8" 0.16854537742769 0.00976934230051187 0.000694450189265338 0.354016191658503 0.131826448869436 0.000210887179424937 0.334937236947805 6.54273645069395e-08
"GTEX.NPJ8.0011.R11A.SM.2YUMS" 0.516324416356966 0.0107557125018818 4.97947733035241e-06 0.211553953703894 0.100132201311804 0.001206406109562 0.160022289496506 4.10420555094681e-08
"GTEX.OHPN.0011.R11A.SM.2I5FM" 0.591219621886584 0.00878039098536314 2.19884453751005e-06 0.0548178666846219 0.0968449357939336 1.68221925286578e-07 0.248332016312847 2.80127018755772e-06
"GTEX.P44H.0011.R11A.SM.2XCER" 0.673490622782431 0.00551738722605366 4.82978058413577e-07 0.0340966178907093 0.0474726164380685 2.44761257470568e-07 0.239422002855468 2.50679544831475e-08
"GTEX.Q2AG.0011.R11A.SM.2HMKZ" 0.296557185920204 0.00622320030043264 0.22772361828177 2.46347912172915e-05 0.0749727815190975 6.58152617695592e-06 0.394491746019843 2.51641258066715e-07
"GTEX.QDT8.0011.R11A.SM.32PKD" 0.20682408624344 0.00654751845799066 1.04888536031149e-05 0.394090336805268 0.0569946024285469 3.13880241810742e-06 0.335529525051193 3.03357539957139e-07
"GTEX.QMR6.0011.R11A.SM.32PKK" 0.320108845726394 0.00746156262845444 6.24763011852961e-06 0.224564129943582 0.0539027873002204 1.72885853436384e-07 0.393955277082982 9.76802394664766e-07
"GTEX.R55E.0011.R11A.SM.2TC6I" 0.774774225136804 0.00718351438681205 0.00247929811334956 0.0123226023097234 0.0676487021336547 8.25422859673078e-08 0.135591551894926 2.34824447364788e-08
"GTEX.RU72.0011.R11A.SM.5SI8G" 0.577947323972362 0.00915609812516435 0.181144596416064 0.000479072739964208 0.0417001025324488 4.74452767600541e-06 0.189565232071024 2.82961529669316e-06
"GTEX.RVPV.0011.R11A.SM.2TF6F" 0.841486455864176 0.0068757915687768 6.97955470655808e-06 1.40368085174962e-05 0.0282899224448206 2.06833258083397e-06 0.123324722334237 2.30921845479728e-08
"GTEX.S7SE.0011.R11A.SM.2XCDD" 0.502238826294203 0.00894403820577764 0.182923967996379 0.000358372814820632 0.0375547840451413 0.000105694817053285 0.267652965194791 0.000221350631833693
"GTEX.T2IS.0011.R11A.SM.32QPC" 0.177302202824629 0.00660534589310582 0.000121421596434132 0.282789191105637 0.0437017232353636 2.54898306985933e-05 0.489452634272745 1.9912413868171e-06
"GTEX.T5JC.0011.R11A.SM.32PMB" 0.552837629203805 0.00944788188401282 1.31075040844472e-05 0.24374178475581 0.0904687560325609 0.000394028891053163 0.103094640767969 2.17096070515119e-06
"GTEX.T6MN.0011.R11A.SM.32QOX" 0.147914832550595 0.0069734047543167 0.126187105152548 0.286756410781195 0.0752676595217991 3.96684124304053e-09 0.35690041079695 1.72475754750954e-07
"GTEX.TSE9.0011.R11A.SM.3DB7N" 0.865442043088562 0.00626211070934219 2.54474931196572e-06 1.61697327844603e-07 0.0532799842627536 4.83498771251524e-05 0.0749560995549919 8.70606058522925e-06
"GTEX.UTHO.0011.R11A.SM.3GIJE" 0.81545919553267 0.00820441302626662 1.67045372948924e-06 0.0130597301245039 0.055252688397539 5.04511866298258e-07 0.108021103440189 6.94513236181982e-07
"GTEX.WHSE.0011.R11A.SM.3P5YY" 0.837598742519794 0.00726021260790859 4.76389936045086e-05 7.45364350196411e-05 0.0695324242715388 0.000933484190088901 0.0845313303185563 2.16306634891519e-05
"GTEX.WL46.0011.R11A.SM.3MJFT" 0.659332577901877 0.00966089153572399 0.0574432429110844 0.0414408028942786 0.0901863485571954 6.25802114609828e-06 0.141916115733377 1.37624453175425e-05
"GTEX.WVLH.0011.R11A.SM.3MJFO" 0.55170364652137 0.00694137301523297 7.69943625725736e-05 0.1221726565756 0.0472498585021614 4.4150386266582e-06 0.271842699639717 8.35634471949679e-06
"GTEX.WWYW.0011.R11A.SM.3NB38" 0.392378321224443 0.0110188860162101 7.60315877908152e-07 0.489728755985328 0.090785766385668 0.000460582907518349 0.015626894725265 3.24396897818233e-08
"GTEX.WZTO.0011.R11A.SM.4E3K9" 0.563897831193549 0.00925422198584416 0.00039749385940229 0.150609269670345 0.0899695684449877 3.55988043969492e-05 0.185835873620098 1.42421376963333e-07
"GTEX.X261.0011.R11A.SM.4E3JY" 0.692922664333834 0.00956607186308654 2.67406369792589e-06 0.118800391630181 0.0989389865259323 8.56423315369881e-06 0.0797606398016195 7.54849558321809e-09
"GTEX.X4EP.0011.R11B.SM.4QASK" 0.717092517874131 0.0103677208912045 0.000169631037735554 0.0338574513266324 0.0978955627818467 3.77512506094614e-05 0.140431222489205 0.0001481423486347
"GTEX.X4XX.0011.R11A.SM.46MWQ" 0.590749362735935 0.00623061700277196 3.60007575700056e-05 0.239607132747338 0.0650885891903538 0.000376326382974719 0.0979118981268931 7.30561639139817e-08
"GTEX.X585.0011.R11B.SM.46MUZ" 0.679341812260069 0.011039178739401 4.71853036064268e-06 0.047138199954014 0.171225066289386 0.00341410081390963 0.0877263272184515 0.000110596194408302
"GTEX.XMD1.0011.R11A.SM.4AT5J" 0.703040911173954 0.0120142804776627 1.06110813922619e-05 0.0495767782990368 0.133679039889125 3.80118114005576e-07 0.101677181668948 8.17291767158583e-07
"GTEX.XOTO.0011.R11B.SM.4B64O" 0.358003047006715 0.00676355950131117 1.49718829231114e-06 0.310585863435408 0.00899823011177478 0.0003554480551944 0.315292129280488 2.25420816443076e-07
"GTEX.Y8DK.0011.R11A.SM.4SOK2" 0.870823484280208 0.00715648875069549 0.000224175273935741 2.19197479091625e-07 0.0539323665034674 1.05869196016113e-05 0.0678526429968738 3.60777390774195e-08
"GTEX.YFC4.0011.R11a.SM.4SOK6" 0.714429898890194 0.00732740128187829 1.87778129833376e-06 0.0638443484204509 0.0575494129509164 0.00126881794263134 0.155578089294591 1.53438039802491e-07
"GTEX.YJ89.0011.R11a.SM.4SOKA" 0.647939641179899 0.00868883271398784 0.0538632262017723 0.000445105023679243 0.0554138277691748 6.71387193597031e-09 0.233647062227832 2.29816978321235e-06
"GTEX.Z93S.0011.R11a.SM.4RGNN" 0.878262674451612 0.00936807519473783 1.05557036838162e-06 0.000375322304804481 0.0613941372601084 1.41127254434171e-05 0.0505845118320555 1.1066087026993e-07
"GTEX.ZAB4.0011.R11a.SM.4SOKI" 0.36515892331537 0.00834936454409721 8.41885838756719e-05 0.240265961434015 0.0867761545121133 0.000240090260143072 0.29907811026946 4.72070809265333e-05
"GTEX.ZDXO.0011.R11a.SM.4WWD9" 0.872546504949974 0.00794354848571732 1.75004785522514e-06 1.43880829003044e-06 0.0366308462810663 4.18330645427301e-07 0.0828751897508293 3.03345622801261e-07
"GTEX.ZE7O.0011.R11a.SM.57WBC" 0.362068461343527 0.0110489660890722 0.128432839910663 0.00333916477356649 0.0845158752297315 4.19071463068198e-07 0.410201109718226 0.000393163863751229
"GTEX.ZF28.0011.R11a.SM.4WWEI" 0.736334935063193 0.0127735322678167 3.72276721187672e-06 8.5938227841865e-06 0.188216312105772 3.46828268330208e-08 0.0626628140503295 5.52400662122513e-08
"GTEX.ZUA1.0011.R11b.SM.51MTI" 0.778604191456935 0.00835447098040157 1.18556494113588e-06 0.0425921508549518 0.0285663153362768 8.67117831644727e-08 0.141881592028819 7.06589206365229e-09
"GTEX.ZVT3.0011.R11b.SM.57WBI" 0.902646930427633 0.0109038835864979 2.53219967921924e-06 8.87963061322701e-06 0.0648822973721972 0.000420772877378181 0.021133228114499 1.47579150226234e-06
"GTEX.ZVZQ.0011.R11a.SM.51MS6" 0.880081400274521 0.00593027776050478 0.00758816591768926 3.059443077241e-06 0.0312239728792693 1.46864345793801e-08 0.0751711043737834 2.00466472053138e-06
"GTEX.111FC.3326.SM.5GZYV" 0.533363098746674 0.00917421636471765 0.00106937795428941 0.0879626324087196 0.132728158275535 0.000832111228082438 0.234870401401286 3.62069618218511e-09
"GTEX.1128S.2826.SM.5N9DI" 0.317257676136606 0.0125886115388675 9.26949275920201e-06 0.237219094984787 0.14559407513414 3.52374963415512e-06 0.287327719211981 2.97512250704809e-08
"GTEX.117XS.3126.SM.5GIDP" 0.787794342936364 0.00753051814926463 6.95748030438738e-07 0.0233406078374586 0.0764914052316331 1.91978471172077e-05 0.104822603224613 6.2902551965234e-07
"GTEX.1192X.3226.SM.5987D" 0.764424387831585 0.007904655993638 0.0890046001024472 8.15877342046423e-07 0.0952852830928273 0.000218754228721509 0.0431608612350023 6.41638436866357e-07
"GTEX.11DXW.1026.SM.5H11K" 0.630511077569203 0.0114629393254601 1.14600141809196e-05 0.146800423165115 0.103820529191029 2.92978078727851e-06 0.107390581176243 5.97779810980674e-08
"GTEX.11DXY.3126.SM.5N9BT" 0.709482595190003 0.0105251350764969 6.39710901435467e-06 0.0759368400087781 0.130674079015906 1.24123414738902e-05 0.0733625398867345 1.37159329325625e-09
"GTEX.11DYG.2926.SM.5H132" 0.498946599837892 0.00974011466807666 1.1867799636829e-05 0.270958780764944 0.131261583028357 4.07725437834486e-05 0.0890382650122761 2.01634503431675e-06
"GTEX.11DZ1.2926.SM.5A5KI" 0.782217929254835 0.0103076861788249 1.02497635746971e-07 0.0193064588687029 0.133134282044969 1.26598324096428e-06 0.0550180550829732 1.42200888173101e-05
"GTEX.11EI6.2926.SM.5985U" 0.5792359461624 0.0113463027748642 0.000151302299001385 0.0434552636537961 0.201656753772253 0.000175433274767565 0.16397827911766 7.18945257106621e-07
"GTEX.11EMC.3326.SM.5P9JH" 0.747442643869625 0.0107607062514188 0.00164773458202059 0.00155922455117089 0.156878755999706 1.16092994898494e-08 0.0817103176445147 6.0549224457427e-07
"GTEX.11GSO.3026.SM.5Q5AL" 0.142767148390471 0.00961787769745158 0.156469484914589 0.0651116261755848 0.12384698486225 3.38401228722202e-05 0.502078957619642 7.4080217140734e-05
"GTEX.11GSP.3126.SM.5A5LL" 0.910182567892589 0.00793225409424253 2.60685487660166e-07 4.65592887060876e-06 0.076864500159064 1.73230587097837e-07 0.0050151080646634 4.79944495391384e-07
"GTEX.11NUK.3026.SM.5986K" 0.175475203511235 0.00868278501851395 0.30435420857358 2.39875703591494e-07 0.0592624261771261 1.00566333010106e-06 0.452107489778087 0.000116641402423802
"GTEX.11NV4.2226.SM.5BC4T" 0.375470806550652 0.00895069497676934 0.162803320231455 0.000950744356434443 0.101903868423827 5.20672410439533e-05 0.349868414327986 8.38918318141663e-08
"GTEX.11O72.2826.SM.5HL6W" 0.611105533600665 0.0106088358469413 3.19003803088055e-06 0.251151545263608 0.126014487094894 0.00105487716543794 6.15297222147247e-05 1.26820848746809e-09
"GTEX.11OF3.2926.SM.5HL78" 0.562878343572725 0.0115265855283053 0.000642738941919523 0.237677578423117 0.120679286187187 1.42552932581445e-06 0.0665937981205048 2.43696915716477e-07
"GTEX.11ONC.3026.SM.5985W" 0.762393520937033 0.00955197900757684 0.00016324565001359 0.0466937004021765 0.118447001161144 7.04010662367361e-07 0.0623240158817153 0.000425832949678118
"GTEX.11PRG.2826.SM.5BC54" 0.151296394567774 0.0106431800933054 0.0462600886048838 0.388008716106686 0.0988577275148284 7.95184171027487e-08 0.304933799925968 1.36681370396628e-08
"GTEX.11TTK.2826.SM.5GU5K" 0.626352162618956 0.0111800896387157 0.000479041813791448 0.153380501881754 0.190617784568338 0.00028232045397526 0.0177080508446526 4.81798166179113e-08
"GTEX.11ZTS.3226.SM.5EGID" 0.752454281270364 0.0108993485914404 1.24100936590153e-06 0.0756581409727904 0.108580220850483 9.07287508669779e-06 0.0523962961672138 1.39826325549552e-06
"GTEX.11ZUS.2826.SM.5EQKW" 0.72483252969927 0.0127847346312196 0.000661146168267481 0.0974758062975983 0.126692094224178 0.000478234623465065 0.0370302594394247 4.51949165771256e-05
"GTEX.11ZVC.3026.SM.59HJM" 0.701273023489336 0.0119920118295124 0.0463130187209073 0.000235641096629233 0.126019091544882 0.000167969153664815 0.113984165745539 1.5078419528935e-05
"GTEX.12126.0926.SM.5FQTW" 0.307985295393273 0.00992399506790113 0.02271165490701 0.238024327544499 0.0815479581933569 1.7042795132989e-05 0.339789687567311 3.85315158489194e-08
"GTEX.1269C.3126.SM.5EGI6" 0.611016196936205 0.0123772177721998 2.83079245514701e-06 0.0788163748830358 0.170142552839416 0.000863144285332667 0.12678167072741 1.17639455319903e-08
"GTEX.12WSB.3026.SM.59HKM" 0.0570711729778244 0.00968821413955052 0.285903977805659 0.0298177056586064 0.138428960369004 7.94419318511285e-06 0.478971525014983 0.000110499841187623
"GTEX.12WSC.2926.SM.5BC5Z" 0.587707156196946 0.00847124705444062 0.0205154609799186 0.182270099103652 0.0731346517264648 2.29701686845927e-05 0.127878308732015 1.06037877885052e-07
"GTEX.12WSD.3026.SM.5LZU7" 0.791536312398858 0.00861382588951415 0.00428114627588165 6.94446689739619e-05 0.0948631246615776 0.000123224745481487 0.100512661695144 2.59664568582824e-07
"GTEX.12WSE.2926.SM.5RQJ9" 0.706851220162579 0.00739570072101894 0.000188868454523066 0.0880406567646013 0.0247239663315792 7.10681571569909e-07 0.17272463169011 7.42451940172717e-05
"GTEX.12WSH.3126.SM.5LZW8" 0.354797392447157 0.00963775569905193 0.184781775185251 0.246791602120035 0.0967985686779593 7.85737547122339e-08 0.107192806725921 2.05708704939955e-08
"GTEX.12WSM.2126.SM.5GCOC" 0.648181732701459 0.0109180395471855 0.000209521382343168 0.147322371686094 0.123960700533677 2.02317552584215e-05 0.0692410784049732 0.000146323989010331
"GTEX.12ZZX.2826.SM.5BC6K" 0.803997693416875 0.0097201053769847 0.00109396667022348 0.000201470311534213 0.0901030770504731 0.000122795160237626 0.0947608833761871 8.6374852228065e-09
"GTEX.12ZZY.2926.SM.5DUXO" 0.535552766095039 0.0103836028720875 5.23202934651782e-07 0.204567269038541 0.109626066509388 5.76141688039727e-06 0.139672622867456 0.000191387997673499
"GTEX.12ZZZ.3126.SM.5LZU6" 0.357942610350963 0.0101227843647018 7.29027270101164e-06 0.320436758062279 0.117232901518648 6.31869531476862e-08 0.194257478857196 1.1338655806935e-07
"GTEX.13112.2926.SM.5DUWT" 0.169269999334673 0.0123121878271378 0.270340681652607 1.01070692478098e-05 0.10159612770424 0.000220102275870786 0.446250770830786 2.33054370418578e-08
"GTEX.1313W.3026.SM.5LZUZ" 0.759944277089126 0.00919469538210687 1.34946446206394e-05 0.0379894292943128 0.103888013067139 1.86520229159805e-07 0.088969880823131 2.31793338932569e-08
"GTEX.131XH.2926.SM.5LZU4" 0.517271140840916 0.0105967420908858 7.00034678159762e-06 0.313181691502675 0.080661516076151 9.08689426700566e-06 0.0782709474394251 1.87480889829823e-06
"GTEX.131YS.3026.SM.5EGHY" 0.669815640154901 0.00931218429674884 4.026983593702e-05 0.160144802852631 0.103113634269852 1.63956872976073e-05 0.0575553310051354 1.74189749744785e-06
"GTEX.132Q8.2926.SM.5IFFP" 0.737005089972161 0.0100260284536376 0.0122005044783365 0.0329946358385477 0.150736002852874 7.30925941252448e-05 0.0568930966513044 7.15491590127654e-05
"GTEX.1399T.3126.SM.5IJFS" 0.37029858480242 0.00909472104163649 0.0871090826388834 0.186647959884623 0.116369046725778 1.08342366401416e-06 0.230479322687239 1.98795757064485e-07
"GTEX.139TS.3126.SM.5LZWX" 0.769767292348311 0.00910322040788513 3.68694895369759e-06 2.17826508507694e-05 0.0907391704181658 0.000505124865749792 0.129859139765325 5.82594758283977e-07
"GTEX.139TT.2626.SM.5LZUB" 0.515813757654375 0.00948217339524799 8.04633673764077e-06 0.0834343919785992 0.155636352177597 4.78274029344483e-06 0.235619352599379 1.14311777117693e-06
"GTEX.13CF2.3026.SM.5IFFX" 0.746363971120106 0.0123331613454627 0.0111030828486614 0.00675248418021582 0.130479641682422 5.92232979998098e-07 0.0929650849198052 1.98167034750823e-06
"GTEX.13FHO.2926.SM.5L3ES" 0.710953563757892 0.0105017909882484 0.000138887778243723 0.0391301312812146 0.138562726841422 5.09789893933055e-05 0.100661856622482 6.37411044311361e-08
"GTEX.13FHP.2926.SM.5IJG9" 0.351869007381867 0.0112877430455396 0.133978002239857 0.000633981845491226 0.14718949160289 0.000846496907194006 0.35419520507579 7.19013715818637e-08
"GTEX.13FXS.3026.SM.5LZYO" 0.780902180562865 0.0077664010997385 0.000258904799721852 0.0103260149973742 0.0754941625199948 8.13891207300276e-05 0.125170942996699 3.90287695103678e-09
"GTEX.13G51.3126.SM.5IJG7" 0.504701609094308 0.0125213255953041 1.39446804244696e-06 0.325176018770421 0.137854790267702 1.60198876804127e-07 0.0197401492337293 4.55237161629871e-06
"GTEX.13JUV.3026.SM.5K7WX" 0.550167892973956 0.00997872145842121 3.1339059686135e-07 0.161907340213653 0.147512589415624 0.000464032220783242 0.129968127203262 9.83123703285006e-07
"GTEX.13JVG.3226.SM.5IJGJ" 0.778686893556625 0.0115597881146293 1.41032056023538e-06 0.000414352743121992 0.134309437288713 6.19808973141715e-06 0.0750213564219002 5.63464717926432e-07
"GTEX.13N2G.3126.SM.5IJGL" 0.574280508873877 0.00997175269374209 0.000146420613093367 0.062926374375146 0.133889282954553 0.00122834203791439 0.217494236623878 6.30818277971429e-05
"GTEX.13NYB.3226.SM.5J2ND" 0.806593899043777 0.0101403568221855 1.73778840224103e-06 0.0397624411221995 0.0979016263148025 2.59222205477279e-07 0.0455991901586003 4.89527827403773e-07
"GTEX.13O3O.3026.SM.5KM42" 0.529417046045973 0.0087473377580849 0.000116851894076417 0.112548880248015 0.0911756711817302 0.000130331925019453 0.257685772454048 0.000178108493052696
"GTEX.13O3Q.3026.SM.5IJGD" 0.711954881193568 0.00959000056343484 1.2703754733103e-06 0.145595063289018 0.0966834475094086 2.24742669111209e-06 0.0361727847602799 3.04882126252554e-07
"GTEX.13OVH.2926.SM.5IJFH" 0.483147264396487 0.0101562305490376 3.97458783361355e-05 0.107935422269057 0.119241083922486 0.000114288385911576 0.27936518940079 7.75197894950914e-07
"GTEX.13OVJ.2726.SM.5IJG6" 0.394190937926724 0.0106736263207971 9.75305494008551e-07 0.16285319202661 0.180674343553528 0.000265382983072073 0.0902187740481835 0.161122767835591
"GTEX.13OVL.3026.SM.5IJF1" 0.518432041086907 0.00941827418069112 0.000164370057509028 0.211530872645539 0.0993175311774898 0.000137098141042204 0.160999603089816 2.09621006735364e-07
"GTEX.13OW5.3126.SM.5MR3Y" 0.629308987261338 0.00884694534186406 8.26895918141103e-05 0.156196738700939 0.131535902794376 9.46335379619013e-05 0.0739060917323145 2.8011039392079e-05
"GTEX.13OW6.2926.SM.5KM29" 0.660926975682888 0.0106585539865387 0.000146597014266106 0.103331867378764 0.10967599907128 7.90196207252599e-05 0.11516767741703 1.33098285086062e-05
"GTEX.13OW7.2926.SM.5MR3Z" 0.732991966648878 0.00942876082267104 0.00347593536236396 0.110551971058222 0.101632534164681 5.52240565543269e-05 0.041863140469106 4.67417523443916e-07
"GTEX.13OW8.2926.SM.5L3FV" 0.427446377425807 0.00959651053279758 2.31602317605485e-05 0.224936498651729 0.113110853835742 1.83363089743743e-06 0.224884738411041 2.72802238448939e-08
"GTEX.13PVQ.2926.SM.5L3HJ" 0.596837227234761 0.0120080171734388 0.000170512965006237 0.158122686145866 0.160257260134406 1.08134158753982e-07 0.0726037621782144 4.26034148082163e-07
"GTEX.13QIC.3026.SM.5LU58" 0.12010606019327 0.0080672839603264 0.089471682024808 0.298223218155092 0.0863677333982067 8.19543572171108e-08 0.397763937351982 2.96195847331249e-09
"GTEX.13RTJ.3126.SM.5S2Q4" 0.625007201720427 0.0110399448062896 2.48537383719028e-06 0.160163806305805 0.147822347497987 5.47212672800881e-07 0.055762301505794 0.000201365577188421
"GTEX.13S7M.3026.SM.5S2QQ" 0.276901374783311 0.00962169389692721 0.0995801960107433 0.391384919623235 0.0808186347772418 9.94938186061141e-06 0.141666053783726 1.71777429553383e-05
"GTEX.13VXU.3026.SM.5LU3K" 0.160611349344807 0.00904164106885617 0.00760195928938699 0.173432737641852 0.0816177556330503 1.56539804495156e-05 0.567678857957956 4.50836422078109e-08
"GTEX.13X6I.2926.SM.5Q5C3" 0.385318815183468 0.00907702709577355 0.122386789873021 1.32519495113265e-05 0.131028724093823 3.79347388537383e-05 0.352133397623391 4.05944215910218e-06
"GTEX.13X6K.2826.SM.5O9DS" 0.753954915759216 0.00936420707939284 9.25880130029409e-07 0.0353243250745673 0.119107373572784 1.12146793586825e-05 0.0822365624322229 4.7552232821934e-07
"GTEX.144GL.2926.SM.5O99F" 0.475685358747935 0.00962683093317733 5.2168927553312e-06 0.305348167102432 0.0944528470315632 4.12161859157001e-06 0.114877077475954 3.80197591514638e-07
"GTEX.145LS.3026.SM.5O99S" 0.0952379055165196 0.00857728854870498 0.302098556304286 0.126257716332633 0.102134965297345 4.719448523934e-07 0.365692799913979 2.96141680313072e-07
"GTEX.145LU.2626.SM.5LU9Z" 0.80311230394928 0.00940887242481322 9.32028532324849e-06 0.00012861151407558 0.0816509706119479 7.15611107815627e-06 0.105529858587637 0.000152906515844981
"GTEX.145MG.3126.SM.5Q5D3" 0.36106788530305 0.0112106135079426 0.265853882828644 3.89650052317583e-06 0.114421771224827 0.000245972087970643 0.247195940867518 3.76795238685837e-08
"GTEX.145MH.2926.SM.5Q5D2" 0.785264297688193 0.00863151025435608 7.68099268293814e-06 0.0510146705509658 0.0701035944849458 3.82068843381996e-05 0.0849400121780819 2.69664368013698e-08
"GTEX.147F4.3026.SM.5Q5BJ" 0.788930447903132 0.0091552053156888 0.000179108780604565 0.000458221472434744 0.0936907150068007 0.00033795019515352 0.10723517455385 1.31767723360822e-05
"GTEX.14A5I.2826.SM.5SIBF" 0.603599963432949 0.0101961993343176 0.000124637200743689 0.0957514725156264 0.128521568567383 3.49880308191765e-08 0.161806003034373 1.20926576377089e-07
"GTEX.14ASI.2926.SM.5Q5DG" 0.287676277805475 0.00820742072708259 0.0004912284196724 0.191245710223204 0.115465853605396 0.000507046734607992 0.396344266764557 6.21957200041707e-05
"GTEX.14BIM.3126.SM.5Q5C7" 0.574568575885501 0.011142769103069 0.0363555497083875 0.00147031901971064 0.136558747645622 0.000507316754584315 0.239396412750968 3.09132157976744e-07
"GTEX.14BIN.3326.SM.5Q5E6" 0.676016244383489 0.0100362094836845 2.1231827884301e-06 0.092473784908713 0.0849535637200844 1.30050034712627e-07 0.1365170724764 8.71794806093203e-07
"GTEX.14C5O.2926.SM.5RQI1" 0.689733360126884 0.00962303847184373 6.61719700222777e-06 0.0927480440388838 0.135584298860717 3.81974996593649e-07 0.0723032199251296 1.03940454365045e-06
"GTEX.14DAQ.3026.SM.5S2QZ" 0.688356326802664 0.00824940542556473 0.00922362030509671 0.0982587149424784 0.0889833551727637 3.36523004019165e-08 0.106928542026745 1.67238746367531e-09
"GTEX.14E7W.2926.SM.5S2R8" 0.180000814294005 0.01002267524104 0.0351692606263436 0.39466182157635 0.136298030807788 1.18513223747397e-06 0.243845867684274 3.44637961882005e-07
"GTEX.N7MS.2526.SM.2D7W3" 0.756466013547848 0.00715182651063008 6.66020353888823e-07 0.0003769732671736 0.0719504810578493 4.34288618909838e-05 0.164010603513573 7.22068053232778e-09
"GTEX.N7MT.1226.SM.2D7W4" 0.322919343293395 0.00947135331091764 4.20955812006824e-06 0.327395907099293 0.120188426930324 4.61822005301211e-06 0.220015740579284 4.01008612314299e-07
"GTEX.NPJ7.2826.SM.2I3FU" 0.0806082080247618 0.00810400566035992 0.128690693149332 0.12504560812932 0.167013383086495 9.97812527978576e-08 0.490537983732923 1.84355557406364e-08
"GTEX.NPJ8.2626.SM.2D7W2" 0.430785050138473 0.0114413554715204 3.09871575411252e-06 0.217655994242138 0.140141455697606 7.36673853024532e-06 0.199965652013847 2.69821323428534e-08
"GTEX.P44H.2426.SM.2XCEJ" 0.168545649090552 0.00700677788546878 4.83288765071035e-05 0.187579678428166 0.0973679746874876 9.12053486617616e-08 0.538781509276336 0.000669990550133658
"GTEX.PVOW.2626.SM.32PL8" 0.749360042212926 0.00747322750854199 2.73368252619498e-05 0.00537053834706527 0.0882906683315069 3.21561311407567e-08 0.149478055920866 9.86977002106066e-08
"GTEX.PWO3.1026.SM.2I5F2" 0.687220819976676 0.00887165524149701 0.000223785636715563 0.0904709474201075 0.108648026307053 1.41288929667949e-06 0.104563239774567 1.12754087178343e-07
"GTEX.Q2AG.2826.SM.2HMJQ" 0.547441704665885 0.00894202706501749 0.034360771755203 0.024093510593796 0.103060291050692 1.65066294469662e-07 0.282101244529332 2.8527378034842e-07
"GTEX.QDT8.3026.SM.32PKB" 0.711267209794856 0.00937370918767469 0.00561574895678163 1.99904375547591e-06 0.0872138788335373 0.000377011456861686 0.186150440097874 2.62865934449755e-09
"GTEX.QMR6.1326.SM.32PLB" 0.081407082171467 0.00837895453285897 0.21386272518955 0.147503480381463 0.103060095766522 2.17446932928199e-05 0.445630542321936 0.000135374942910564
"GTEX.QVJO.1325.SM.2S1QX" 0.128799223254595 0.00847265010360855 0.219565930455233 0.000621088145546942 0.0903045187320381 3.329304928937e-06 0.552231094520572 2.16548347823726e-06
"GTEX.QVUS.2926.SM.3GIJB" 0.692815109454406 0.00788798757184964 0.000139686288950798 0.0403810296454911 0.104889621637111 0.000449258024012099 0.153436727286435 5.80091744886443e-07
"GTEX.R55E.2526.SM.2TC6H" 0.333790247670211 0.0648741080072173 1.42811935618385e-05 0.366093187077228 0.0939558211795648 0.00117458555307764 0.140092756142113 5.0131770275047e-06
"GTEX.R55F.1226.SM.2TF59" 0.569153018079955 0.0117713536981559 7.16356596919108e-07 0.000833964471817126 0.0967670926115727 8.57791749590061e-05 0.321387764526039 3.11080904838099e-07
"GTEX.RNOR.2226.SM.2TF5O" 0.0949334391101055 0.00752083050412465 0.00116868916979878 0.408380454606065 0.0882797286553836 0.000148867247520107 0.3994116532115 0.000156337495502386
"GTEX.RU72.2926.SM.2TF66" 0.52709220044472 0.00854924799334539 2.24483387041276e-05 0.190433264470836 0.095900590044685 0.000447850405655652 0.177546602209548 7.79609250692503e-06
"GTEX.S7SE.2526.SM.2XCDL" 0.635953769985164 0.00986681355814287 3.51784248071957e-05 0.202550389416623 0.0941674397647977 0.00158481476676764 0.0558311291368792 1.04649468183742e-05
"GTEX.T2IS.2926.SM.32QPO" 0.471009418720979 0.00799533443152296 0.000225380456562535 0.190564439209667 0.0828019142495143 5.96659130606381e-05 0.247290701901782 5.31451169119351e-05
"GTEX.T5JC.2326.SM.32PMR" 0.371207840041069 0.0103613662645 0.0122275660444704 0.463865716783782 0.0993325769400696 1.35683153081567e-05 0.0429906025908569 7.63019943452908e-07
"GTEX.T6MN.2526.SM.32PMN" 0.632890265280284 0.0112990678710186 0.00207997357291166 0.195645479822942 0.118848320502098 0.000120179757132581 0.0391163199224149 3.9327119799738e-07
