"Bcells" "CAFs" "CD4_Tcells" "CD8_Tcells" "Endothelial" "Macrophages" "NKcells" "otherCells"
"GTEX.13X6J.0011.R4b.SM.5P9K4" 0.747880874898483 0.00413071311840258 5.69094783598623e-06 0.00020356533227256 0.0451623782255078 0.000984666375497818 0.201631484399697 6.26702303003325e-07
"GTEX.13X6K.0011.R4b.SM.5P9HO" 0.588853036187337 0.00535107538856539 6.66180533619899e-08 0.0796066865627674 0.105835394647156 0.00293420266666279 0.217418988901183 5.49028275703646e-07
"GTEX.1445S.0011.R4a.SM.5PNWN" 0.539546257448557 0.00389739917376322 3.41061239129348e-08 0.0496764865875519 0.165167070445897 0.0082084249492788 0.233478226305213 2.6100983615895e-05
"GTEX.144GL.0011.R4a.SM.5PNUI" 0.419375598800381 0.00689550225063882 0.0016982812763322 0.0546895092644953 0.177611405508606 7.71039759407798e-05 0.339652564701476 3.42221292340994e-08
"GTEX.145LS.0011.R4b.SM.5S2UT" 0.729563230071155 0.00664983350173949 5.57396463754727e-05 0.0249507294018458 0.093759873791963 0.00205399484586935 0.142966520731902 7.80091493724221e-08
"GTEX.147GR.0011.R4a.SM.5S2V2" 0.672475244178735 0.00239107758361833 0.000305652776764743 0.0003064300578474 0.015148174015641 0.00578608674019945 0.303535142061422 5.21925857714043e-05
"GTEX.14ABY.0011.R4b.SM.5S2VN" 0.718751634913663 0.00583943096055237 6.58340807518861e-06 6.54656455611967e-06 0.056355748674781 0.00101594778738723 0.218023031781489 1.07590949663538e-06
"GTEX.14BIM.0011.R4b.SM.5S2RK" 0.216239710719685 0.00942468714084842 0.113742367313491 0.00027728241238515 0.103808000311837 0.00530983348452622 0.551197981580933 1.37036294668738e-07
"GTEX.N7MS.0011.R4a.SM.2HMKW" 0.559389425445039 0.00248207170686531 1.36332430609095e-05 0.000100799676073975 0.0960702421559312 0.000965907334398818 0.162397609986455 0.178580310452176
"GTEX.N7MT.0011.R4a.SM.2I3G9" 0.611751632403311 0.00396849670546526 0.00010360484534459 0.00084311268711999 0.128710860282211 0.00720143323061025 0.247420830151709 2.96942290245686e-08
"GTEX.NL3H.0011.R4a.SM.2I3GK" 0.695684157378518 0.0049060971797621 8.13320610791735e-05 0.000150720671458165 0.0839133406372324 0.000645097605963543 0.214619251320549 3.14543829620102e-09
"GTEX.NL4W.0011.R4a.SM.2I5GZ" 0.678911406574235 0.00326226467461146 1.39282143310447e-07 0.000366546142545913 0.103317576084064 0.00536971800832915 0.208772269103461 8.01306094820863e-08
"GTEX.NPJ7.0011.R4a.SM.2I3GJ" 0.622877818768876 0.00494374443296483 0.000604647580450082 5.77278980595373e-05 0.204930144896689 0.00406388960231243 0.162521944918688 8.19019605724874e-08
"GTEX.NPJ8.0011.R4a.SM.2HML3" 0.470856468000861 0.00467824944782493 0.000812663548395114 0.0145856206662805 0.290904767994067 0.0025494465509009 0.21561269182792 9.19637498504551e-08
"GTEX.OHPN.0011.R4A.SM.2I5FD" 0.442278536209029 0.00433303610725853 0.00013658092697296 0.000186228212967263 0.254891740112833 0.0101683832519954 0.2879693324525 3.61627264436257e-05
"GTEX.P44H.0011.R4A.SM.2XCEW" 0.742043563572883 0.00364932988877846 0.0011211630139432 2.95267916038158e-06 0.0345069556620593 0.000302021929047574 0.21837318103587 8.32218258239774e-07
"GTEX.Q2AG.0011.R4A.SM.2HMKA" 0.406035379996456 0.00411699467895038 8.38778108066699e-08 0.398719773465326 0.000325848927604133 1.04761868326343e-07 0.190801807437659 6.85432585155065e-09
"GTEX.QDT8.0011.R4A.SM.32PKM" 0.724176767250267 0.00419290360090962 0.00182187905212835 3.68414333804354e-07 0.0996911315665281 0.000155018364042715 0.169961914161913 1.75898769958291e-08
"GTEX.QMR6.0011.R4A.SM.32PKU" 0.694438344428571 0.00334232429944679 2.20805956335112e-07 0.00236769604682183 0.168928810304667 0.000402578241491891 0.130519981105331 4.4767713734814e-08
"GTEX.QVJO.0011.R4A.SM.2S1QL" 0.527578970221843 0.00452449067535495 2.56773472268543e-05 4.28124177697974e-05 0.0753078288941511 0.00291614940651742 0.389596090663863 7.98037327398915e-06
"GTEX.QVUS.0011.R4A.SM.3GAE7" 0.671450898067529 0.0044357807970787 2.38233910343554e-07 9.77246168681096e-05 0.106813472693908 0.00233428053345993 0.214867515609126 8.94481200635647e-08
"GTEX.R55E.0011.R4A.SM.2TC5H" 0.790482958838806 0.00366305570941072 0.000153671955831672 0.000541152532955811 0.00567280727887347 0.000927552494558683 0.198551932334467 6.86885509639728e-06
"GTEX.RNOR.0011.R4A.SM.3GAD3" 0.711707407308698 0.00255367974010033 1.80373933276645e-09 1.44080899371045e-07 0.0599003150997086 0.00193046622516812 0.223907983809092 1.9325944732021e-09
"GTEX.S7SE.0011.R4A.SM.2XCDB" 0.456055123992822 0.00482225705834134 0.081418197427513 0.000188808026286298 0.0290292366692256 2.7252302772862e-06 0.428483649801407 1.79412712942471e-09
"GTEX.T5JC.0011.R4A.SM.32PLT" 0.625709882769024 0.00503697157908521 3.10643671280508e-07 0.00989125310738426 0.0844515405253278 0.00962499311461891 0.265285017498802 3.07620871940461e-08
"GTEX.T6MN.0011.R4A.SM.32QPG" 0.407359470853409 0.00516380088064137 0.0321646428994024 0.00111091124270723 0.0865860389963383 0.0014804174330771 0.466134717024132 6.70291955456837e-10
"GTEX.TSE9.0011.R4A.SM.3DB7H" 0.792922214798619 0.00520419650478393 4.37699075162907e-05 0.000892521226835149 0.0653651753527606 0.00054518084820535 0.135025262644939 1.67871634118386e-06
"GTEX.UTHO.0011.R4A.SM.3GIJP" 0.572680813716632 0.00434500018580008 1.47718650643877e-06 0.0356969076309611 0.180250224486628 0.000435810379703299 0.20658973352211 3.28916594867795e-08
"GTEX.WHSE.0011.R4A.SM.3P5ZN" 0.682850600011051 0.0047835517107337 4.05476873391932e-08 0.0186286770874097 0.0590828026436566 0.00533530443241778 0.152026402535002 0.0772926210320422
"GTEX.WVLH.0011.R4A.SM.3MJFS" 0.731987063374909 0.00416381678643783 4.72948614707584e-06 1.30725918927182e-06 0.0383825150922969 0.000726617034456291 0.224733922809 2.81575632608597e-08
"GTEX.WZTO.0011.R4A.SM.3NMC7" 0.469903197887454 0.00694550272151914 0.0496058489883876 0.0726105643896922 0.0459344291051093 6.29316022739741e-06 0.354994154711784 9.03582635691467e-09
"GTEX.X4XX.0011.R4B.SM.46MWL" 0.650139281543479 0.00524223507017886 0.000311268685333421 4.87587178514538e-07 0.129233057105322 0.00183644996745282 0.213237207414425 1.26266301492432e-08
"GTEX.X585.0011.R4B.SM.46MVH" 0.478456666231955 0.00402267591846989 4.98780822041132e-06 0.105711781004631 0.191840378075923 0.0158133428512413 0.204148904481618 1.26362794062442e-06
"GTEX.XLM4.0011.R4B.SM.4AT5C" 0.283737124827802 0.00539330557537658 0.000623638056197558 0.383835222401014 0.0550776818531015 2.42771813806249e-05 0.271277589483357 3.11606217700449e-05
"GTEX.YFC4.0011.R4a.SM.4RGLQ" 0.441976655836482 0.00630250186021164 0.153816950777084 1.56961285530636e-05 0.0721575216508265 0.00136935353568652 0.324350144380226 1.1175830930266e-05
"GTEX.ZAB4.0011.R4a.SM.4SOKB" 0.493812733299163 0.00327859823779761 2.15552967865106e-06 0.00548693339653993 0.158746430986318 3.28805433987713e-05 0.33864026787821 1.288937464501e-10
"GTEX.ZVZQ.0011.R4b.SM.57WCZ" 0.456164531621219 0.00525776440625783 1.47170377571574e-06 0.177423772497243 0.0458101721729564 0.000686984540138144 0.314655300921268 2.13714224535995e-09
"GTEX.11GSO.0011.R3b.SM.57WB2" 0.769921262380132 0.00512870377691838 2.05996067942807e-06 0.00222186674305516 0.0132951391161068 5.59454163701766e-07 0.209429952438508 4.56130436787363e-07
"GTEX.11UD1.0011.R3a.SM.5BC6S" 0.661603658702917 0.00353178691863552 1.89404571461921e-05 8.97167167073046e-06 0.0506192992232437 8.05453587795551e-05 0.284136795285247 2.38236040218774e-09
"GTEX.11ZTS.0011.R3a.SM.5BC78" 0.737795564268708 0.00567722440818547 2.39662224793623e-06 1.15671304551943e-06 0.0440148799145028 0.000229465897747372 0.212275239497969 4.07267759428046e-06
"GTEX.11ZVC.0011.R3a.SM.5BC6V" 0.586502815560645 0.00393276399836993 1.78712225973465e-08 4.05492900149855e-08 0.114530787684446 0.000199143382290416 0.29483442240689 8.54684658179764e-09
"GTEX.12WSC.0011.R3a.SM.5P9F1" 0.234223865626738 0.00454482181602875 0.106357581457316 0.315199238621622 0.000478819704807194 6.17211951907354e-06 0.33918829662256 1.20403140911808e-06
"GTEX.12WSD.0011.R3b.SM.5LZWN" 0.140251458230621 0.00867581839916541 0.264227694243624 0.0543513050570025 0.117235224101239 4.22906268227342e-08 0.415258445267078 1.24106433423472e-08
"GTEX.12WSF.0011.R3a.SM.5DUW7" 0.653827950072357 0.00406729519372268 3.29982848277153e-08 0.000126400905591033 0.0608823888347514 0.00186124225176276 0.27923414726815 5.42475379750655e-07
"GTEX.12WSM.0011.R3b.SM.5LZWI" 0.373034491452138 0.00682209710588044 0.00603903718397064 0.272805824737569 0.0313873815575378 5.31170429534098e-07 0.309910195741523 4.41050952019552e-07
"GTEX.12ZZW.0011.R3a.SM.5DUWW" 0.570173547921306 0.00652283060598663 0.00332876677080592 0.0333933305930086 0.184955417341526 1.09792992307891e-08 0.201620790332978 5.30545509018238e-06
"GTEX.12ZZX.0011.R3b.SM.5EGLH" 0.730501652441488 0.00548724667433582 2.69758724242821e-09 6.83984995418379e-07 0.0432849541364419 6.60467236243927e-06 0.220718842593282 1.2799507546739e-08
"GTEX.12ZZZ.0011.R3b.SM.5DUXK" 0.66678285691618 0.00379323780346451 1.39225172333001e-06 0.00209253060288564 0.0528202248835387 0.000322166226390774 0.274187531359307 5.9956509248327e-08
"GTEX.13112.0011.R3b.SM.5HL9L" 0.690365483823262 0.00547683708847731 0.0011784901929273 3.333893301529e-07 0.0383445982266032 0.000191042000556624 0.264443063906927 1.5137191614481e-07
"GTEX.1313W.0011.R3a.SM.5EGLI" 0.661859274066372 0.00309140956584405 0.0084088537421238 2.23348942596148e-06 0.03329592643959 3.93722830512565e-07 0.293341907151786 1.82202796747918e-09
"GTEX.131XH.0011.R3b.SM.5DUWM" 0.458309992909051 0.0055410598128659 0.206503301359467 0.000222385499509136 2.71473733751775e-06 6.89031340873874e-08 0.329420462466482 1.43121543789423e-08
"GTEX.131YS.0011.R3b.SM.5DUXB" 0.309961025972723 0.0063917253207922 0.261310238517875 1.00352292173437e-06 0.00612267133015271 0.000452224543294818 0.415761103727546 7.06469439576836e-09
"GTEX.139T8.0011.R3b.SM.5HL4R" 0.645249957371148 0.00360196492644078 0.000372574097441014 5.17425242179676e-07 0.201875921175412 4.00825214730098e-09 0.148899009588519 5.14075448708304e-08
"GTEX.139TT.0011.R3b.SM.5K7VL" 0.739030144054732 0.0028052771991769 3.26487937519224e-07 2.14391659279709e-06 1.99274783635688e-07 0.00143922525780262 0.256721812208831 8.71600143265175e-07
"GTEX.13CF2.0011.R3b.SM.5LZZ6" 0.716090944535743 0.00543009883495636 6.63608896216489e-07 0.00110602376080297 0.0405351408087247 3.41686663615424e-09 0.236837123791997 1.24201240774163e-09
"GTEX.13CIG.0011.R3b.SM.5K7XF" 0.696699992899197 0.00447614741253209 2.20948114348507e-07 3.21227407745093e-09 0.0626861788898068 0.00243983476973536 0.233696816838951 8.050293896835e-07
"GTEX.13CZV.0011.R3a.SM.5KM27" 0.544836342992011 0.00608497605271792 8.69111210424963e-07 0.0042866602308092 0.0456432221662996 0.000887398082977379 0.398260524036466 7.32750894522247e-09
"GTEX.13FHO.0011.R3b.SM.5K7YA" 0.637293935256355 0.0037976342167071 3.20215767447786e-07 3.10633421838557e-07 0.144131674929826 0.000699172168491945 0.214076952567452 1.19786910651693e-11
"GTEX.13FLV.0011.R3b.SM.5LZYP" 0.768740159567394 0.00693174819138812 5.20653772151126e-05 2.26556353963073e-06 0.0576498505559023 6.20702388857807e-08 0.166623844702859 3.97146260276695e-09
"GTEX.13IVO.0011.R3b.SM.5IJBJ" 0.381357460709301 0.00513555089865064 2.33826037645609e-08 0.132977099369855 0.145456352843487 0.00139606385037322 0.222597752376821 0.111079696568908
"GTEX.13JVG.0011.R3b.SM.5LZXF" 0.711583097177201 0.0062660254275967 1.66215028760173e-06 7.22037336763691e-06 0.0954484954623967 0.00077337135926854 0.185920116762457 1.12874239999137e-08
"GTEX.13N1W.0011.R3a.SM.5MR5E" 0.898500614793514 0.00824191796017201 1.99111538301911e-05 3.27186916419343e-07 5.15467638890658e-06 0.000136847333327308 0.0930951909136167 3.59822342148249e-08
"GTEX.13N2G.0011.R3b.SM.5MR5G" 0.734991378691875 0.00435644802496506 1.19056400119328e-07 4.93371594839586e-08 0.116996855365944 0.00653794059086093 0.137117114316715 9.4616080028972e-08
"GTEX.13NYS.0011.R3b.SM.5MR41" 0.704135532806684 0.00355391092900402 0.000111700359554219 0.000102813504649967 0.119686438255132 0.00152887656576077 0.170861313742098 1.9413837117103e-05
"GTEX.13O3O.0011.R3b.SM.5KM3R" 0.53695565417632 0.00595573943329005 0.155397956811323 6.96122488118966e-06 1.15853909608131e-05 9.61958980156996e-05 0.30157588835878 1.87064299164428e-08
"GTEX.13O3Q.0011.R3a.SM.5P9H3" 0.699619617061936 0.00558953628524718 2.1841898536169e-07 1.75228698099843e-06 0.0230962329412405 5.74064509789614e-06 0.271686898411068 3.9494437079934e-09
"GTEX.13OVH.0011.R3a.SM.5KM49" 0.511082875307341 0.0070787251343369 0.00446840553653684 0.000325604500428104 0.078515014022458 0.00139554495311178 0.397133829218235 1.32755270040335e-09
"GTEX.13OVL.0011.R3b.SM.5L3I8" 0.696680225128221 0.00638916856234678 6.75638132097579e-07 0.000386345261336999 0.0734949478810471 1.15092569325375e-05 0.223035636879152 1.49139283149109e-06
"GTEX.13OW5.0011.R3a.SM.5L3I5" 0.679121101589008 0.00750285568629816 0.000130829274414707 0.00284814623722209 0.0987607155742271 0.00145002440117156 0.210186323275806 3.96185293826605e-09
"GTEX.13OW7.0011.R3a.SM.5O9DA" 0.29553744604571 0.00756938023761132 0.0208441201173981 0.131005461011243 0.112012860403082 5.54630471668961e-05 0.432935618506639 3.96506311499562e-05
"GTEX.13OW8.0011.R3a.SM.5L3I4" 0.52795771686028 0.00784504932693767 0.100420398746275 0.0534223694120012 0.0929022395597832 0.000146391399086718 0.217305806985576 2.77100604265326e-08
"GTEX.13PLJ.0011.R3a.SM.5O9DT" 0.585463184080783 0.00551193984016779 6.86480152567679e-08 6.41303221727793e-07 0.142512219391888 0.000975798138240415 0.216810132671136 0.0487260159265486
"GTEX.13PVQ.0011.R3b.SM.5O9D6" 0.7219917001322 0.00837233517718977 6.31034643965975e-06 6.69803102918868e-05 0.114277000475539 0.00124957845293823 0.153990885394434 4.52097109671987e-05
"GTEX.13QIC.0011.R3a.SM.5P9HT" 0.737728938888948 0.00669322166085136 1.41793842989342e-06 4.19247541314206e-06 0.0732053746140489 0.000588314456776281 0.181778537306143 2.65938965678719e-09
"GTEX.13RTJ.0011.R3a.SM.5PNX7" 0.539584630364538 0.00731825764654683 0.000885722037695696 2.17227346649582e-06 0.159742333145981 0.000115108945718297 0.292351692590597 8.29954564615822e-08
"GTEX.13RTL.0011.R3a.SM.5P9JP" 0.624950356309568 0.00685385750213628 1.38567190398514e-07 3.59764307268882e-06 0.161218934254566 0.00081423230099372 0.175507458066736 0.0306514253557366
"GTEX.13S7M.0011.R3a.SM.5PNX2" 0.307776661856478 0.0073698683650275 6.43570385306155e-07 0.281493827931707 0.0349726015586053 1.56448291316072e-07 0.368386234550073 5.71943299190574e-09
"GTEX.13SLW.0011.R3b.SM.5SI6Y" 0.357076577504985 0.0056720581079777 2.07365797053436e-06 0.24911268086733 0.10538555277873 7.67186459027109e-05 0.282674327322165 1.11149390060171e-08
"GTEX.13VXU.0011.R3b.SM.5O9CU" 0.688807459965028 0.0044339392684603 0.0465878073413788 7.64652282560087e-06 0.0207415290511089 2.84252612340351e-06 0.239414526499328 4.24882574639273e-06
"GTEX.13X6I.0011.R3b.SM.5P9HM" 0.220949824908389 0.00420779469309236 9.58070787600824e-05 0.397255098522416 0.174207397424308 0.00153352396065827 0.201738489841485 1.20635708912853e-05
"GTEX.13X6J.0011.R3b.SM.5P9K5" 0.721602478603851 0.00585632128072919 0.0496850541580232 2.61919250635283e-08 0.0194339064263382 7.81897904205706e-09 0.203421741023078 4.64497076699942e-07
"GTEX.13X6K.0011.R3b.SM.5PNUD" 0.91240053634313 0.00473338857569995 0.00247148695131565 3.03368582140507e-05 0.0511601687490856 0.000378857925213548 0.0288030839787922 2.21406185490684e-05
"GTEX.1445S.0011.R3a.SM.5P9HY" 0.452976900432526 0.0045009226238099 1.32874639162454e-06 4.04566520644888e-07 0.116680495809016 0.00543543283907434 0.267609971747594 0.152794543235068
"GTEX.144GL.0011.R3a.SM.5P9HP" 0.722944498690193 0.00759287766091442 1.53487099478101e-07 0.000288400343055953 0.0668238919880213 4.36991360906047e-06 0.202345657631723 1.50285383896041e-07
"GTEX.145LS.0011.R3a.SM.5S2VJ" 0.655780254066666 0.00596668448478783 0.0234202159699461 0.0498027662652704 0.0778247935109 0.000609666684360622 0.186595618888622 1.29447536254662e-10
"GTEX.145LU.0011.R3a.SM.5P9K2" 0.660963836791601 0.00802252650379873 9.45160486336415e-06 2.32953170236675e-05 0.0607684351447319 1.19077701323937e-05 0.270200458420133 8.84477157755147e-08
"GTEX.145MG.0011.R3b.SM.5SI67" 0.659272899536609 0.00713266115275778 3.13435359906596e-05 1.52211644941682e-05 0.0435722260347219 1.05221067475393e-09 0.289967777289044 7.87023417136552e-06
"GTEX.145MH.0011.R3b.SM.5P9JQ" 0.721101160960852 0.00527528621265844 1.97174271301023e-06 2.23914834002449e-05 0.0363019018780932 5.81410800198751e-07 0.237296195484594 5.10826888353399e-07
"GTEX.1477Z.0011.R3b.SM.5PNX9" 0.351553609092049 0.00430606747248965 1.95065460708696e-05 7.94244348457118e-08 0.151528441626697 0.00101609935281915 0.323829373212489 0.16774682327295
"GTEX.14BIM.0011.R3b.SM.5S2RL" 0.491002932462109 0.00698110937866877 8.72413826364094e-06 0.270913023232397 0.0539265202824522 4.56364962810913e-06 0.177163099411816 2.74446647595592e-08
"GTEX.N7MS.0011.R3a.SM.33HC6" 0.325388871156875 0.00483598644218189 0.0731886401368584 1.24503289885424e-07 0.0143526558213831 2.13867485003095e-07 0.582233505051655 3.02027186549163e-09
"GTEX.NL3H.0011.R3a.SM.2I3GL" 0.641868692389241 0.00420268065781527 4.56175120106508e-06 0.291827246564096 0.0215566152580716 1.7030701912265e-06 0.0405361782885113 2.3220208729137e-06
"GTEX.NPJ8.0011.R3a.SM.2HMIW" 0.579708993896071 0.00404816235069781 0.000256826906513137 0.0311664838347368 0.246412538577089 0.00748468545345285 0.130922306310282 2.67115716495432e-09
"GTEX.P44H.0011.R3A.SM.5SI8A" 0.435983515103385 0.0067900667912756 0.0676597394603144 0.00724239086361386 0.102871728285243 4.5025325913436e-06 0.379448043760725 1.32028515021405e-08
"GTEX.PVOW.0011.R3A.SM.32PKX" 0.568552678564228 0.00554274457545122 0.021190967610096 4.70813856961127e-06 0.0291186692231828 3.24464429789758e-07 0.375589892760806 1.46632360964887e-08
"GTEX.PWO3.0011.R3A.SM.2I5EX" 0.609636177886386 0.00429110607701893 2.42344465249553e-09 0.0452928396051436 0.128817746178456 0.00399600857695604 0.207965979750666 1.39501929202045e-07
"GTEX.Q2AG.0011.R3A.SM.2HMJ9" 0.766309261758799 0.00409066360964942 2.62096209720405e-06 2.80863808931227e-06 5.85106502686506e-06 9.01254029963589e-07 0.229587250265573 6.42446735831288e-07
"GTEX.QDT8.0011.R3A.SM.32PKR" 0.672780887875856 0.00455771218880528 1.78554210216629e-07 2.49475811892537e-06 0.0548014772487033 1.4177144003466e-07 0.267857097041001 1.05618654422769e-08
"GTEX.QVUS.0011.R3A.SM.3GAFD" 0.76868012020481 0.00425167670989388 0.000770569397387538 0.00881001548618202 0.0129535857690146 2.15941346189247e-08 0.204534006767077 4.07150058233946e-09
"GTEX.RNOR.0011.R3A.SM.5SI8E" 0.670643716442537 0.00415224970675187 6.29616518997917e-05 0.000967703908683594 0.00652788947294803 2.89184213631934e-05 0.317594544060861 2.20163349550487e-05
