"Input_Sample" "astrocytes" "endothelial" "microglia" "neurons" "fetal_quiescent" "fetal_replicating" "oligodendrocytes" "hybrid" "OPC" "P.value" "Pearson" "Correlation" "RMSE"
"300" "GTEX.13FHP.0011.R11b.SM.5LZXP" 0.0341824929159877 0.0308728458930934 0 0.869325328866919 0.00103784334059882 0 0.0440940663524812 0 0.0204874226309195 0 0.531309938729641 0.847752369471598 NA
"301" "GTEX.13FLV.0011.R11a.SM.5LZZ7" 0.0789755518462826 0.0607083314573478 0 0.802418165985126 0 0.0197477997219349 0.0337527030938062 0 0.00439744789550235 0.01 0.491900513160463 0.870354828742445 NA
"302" "GTEX.13FTY.0011.R11a.SM.5IJEA" 0.0457723754127906 0.0540282499558064 0 0.829739835106882 0.0193395255641426 0 0.0240851945445058 0 0.0270348194158725 0.01 0.478694441864896 0.877615680725489 NA
"303" "GTEX.13FXS.0011.R11a.SM.5L3DM" 0.0794833596128814 0.0302971810286541 0 0.825168872600777 0.0108524047389216 0 0.0232505064789896 0 0.0309476755397759 0 0.535535549369191 0.845868375587403 NA
"304" "GTEX.13G51.0011.R11b.SM.5J2NE" 0.0552805090892805 0.0238566590452022 0.00219073335117758 0.851760403380662 0.0110003020065248 0 0.0308845874457982 0 0.025026805681355 0 0.556260723223871 0.833648903456635 NA
"305" "GTEX.13JUV.0011.R11a.SM.5LZYH" 0.08277460493481 0.0279901829195504 0 0.82647948572008 0.00476070185453152 0 0.0380815546030997 0 0.0199134699679286 0 0.555636182314828 0.834067818063261 NA
"306" "GTEX.13JVG.0011.R11a.SM.5KM53" 0.0738088319283765 0.0769480657211989 0 0.791875556438609 0 0.0283750735381562 0.021979248711664 0 0.00701322366199496 0 0.571874214432529 0.827652855822785 NA
"307" "GTEX.13N2G.0011.R11a.SM.5MR3F" 0.104958750366196 0.0478243799145286 0 0.793001268576079 0.00808162307623977 0 0.0152030770684477 0 0.0309309009985086 0 0.533786207777019 0.847123552672355 NA
"308" "GTEX.13NYB.0011.R11a.SM.5KM3Q" 0.0338956926172097 0.0650383053814172 0 0.7779408532213 0.0150723004821085 0 0.0983416292842992 0 0.00971121901366532 0.01 0.404429334138088 0.915999680233537 NA
"309" "GTEX.13NYS.0011.R11b.SM.5MR4P" 0.131487860889316 0.0618088550732302 0.00337482092954314 0.705293165270874 0.0349518959707848 0 0.0267023535290808 0 0.0363810483371708 0.01 0.51503943789212 0.858792926639124 NA
"310" "GTEX.13NZA.0011.R11b.SM.5KM4W" 0.0449070870627495 0.0267165586993637 0 0.873155545622655 0.0155506488384668 0 0.0144381145182744 0 0.0252320452584902 0 0.535620998109728 0.845305309681639 NA
"311" "GTEX.13O3O.0011.R11b.SM.5KM4G" 0.0633967184968543 0.0663198834047736 0 0.794803863311818 0 0.0293635952102036 0.02741363277762 0 0.0187023067987309 0.01 0.507259944800322 0.862737964462159 NA
"312" "GTEX.13O3Q.0011.R11b.SM.5KM2W" 0.0370225227753383 0.0219220640003475 8e-04 0.894241089181996 0.00941593154572239 0 0.0203940401705978 0 0.0162401763683499 0.01 0.520829147275898 0.853622903681359 NA
"313" "GTEX.13OVH.0011.R11b.SM.5KM4X" 0.0605454323486051 0.0299499015998163 0 0.863345143875568 0.00343432806134936 0 0.0189873893705433 0 0.0237378047441178 0 0.54564076336121 0.839424586353798 NA
"314" "GTEX.13OVJ.0011.R11a.SM.5P9H8" 0.105547033720047 0.095014252088616 0.0121885556751428 0.709327584869642 0.00368440111832653 0 0.0426564832689571 0 0.0315816892592689 0.01 0.518773755724672 0.857984644922465 NA
"315" "GTEX.13OVL.0011.R11b.SM.5L3G7" 0.0391960340690928 0.0268943833319848 0 0.883323798300931 0.00109778337246342 0.0038098856867018 0.0197380384190433 0 0.0259400768197832 0 0.527459152694412 0.849919985337008 NA
"316" "GTEX.13OW5.0011.R11b.SM.5L3GG" 0.070318982321478 0.0284794495896323 0 0.809066786991974 0.0229785979032286 0 0.0344316044273017 0 0.0347245787663852 0 0.59358358620439 0.813775602797621 NA
"317" "GTEX.13OW6.0011.R11a.SM.5L3H2" 0.0425734301955254 0.0485703493700996 6e-04 0.850114175313625 0.00238726706018432 0 0.0328916159311011 0 0.0228410901844402 0 0.543354295842925 0.841519476604181 NA
"318" "GTEX.13OW7.0011.R11a.SM.5O9DY" 0.046661545925959 0.0238385604061507 0 0.88603298223351 0.010140676927663 0 0.0157352156219956 0 0.0175910188847222 0 0.533099332314853 0.846451085272376 NA
"319" "GTEX.13OW8.0011.R11a.SM.5L3GT" 0.0466132401149828 0.061438784914832 0 0.844644717870846 0.00336316050904048 0 0.0191028425145669 0 0.024837254075732 0.01 0.517447166687627 0.856353348694332 NA
"320" "GTEX.13PLJ.0011.R11b.SM.5O9BS" 0.0944508998914145 0.0677358363085814 0 0.764840774597575 0.00582847109857844 0 0.0353529410366932 0 0.0317910770671579 0.01 0.507168571046284 0.862607959415984 NA
"321" "GTEX.13PVQ.0011.R11a.SM.5O9DU" 0.0632497140874069 0.168122433264691 0 0.615125126188528 0 0.0377556581061906 0.111031376922746 0 0.00471569143043695 0 0.528636723551033 0.854717999487559 NA
"322" "GTEX.13QIC.0011.R11b.SM.5O9BU" 0.022143220760774 0.0697886648570662 0 0.791919027997801 0.0294367670836672 0 0.0705503381960882 0 0.0161619811046036 0.01 0.407121449838979 0.914288163315428 NA
"323" "GTEX.13RTJ.0011.R11a.SM.5O9CK" 0.0419873839693085 0.035383947893376 0 0.857678359010835 0.0143867173304256 0 0.0268271913240276 0 0.0236960748358649 0 0.546731822243977 0.839327929661326 NA
"324" "GTEX.13S7M.0011.R11b.SM.5P9HU" 0.0439765869035703 0.0214749948307158 0 0.874155788957682 0.0126434075019868 0 0.0236692860891257 0 0.024079935716919 0 0.539969878666585 0.84267340297811 NA
"325" "GTEX.13SLW.0011.R11a.SM.5SI8Q" 0.0775494479266464 0.0355716565167944 0 0.854426600492761 0.00834085383762098 0 0.0144263091990439 0 0.00968513202713298 0 0.546069766686527 0.839031024571001 NA
"326" "GTEX.13SLX.0011.R11b.SM.5O9C8" 0.0438413460295133 0.0434076932581147 0 0.809343849314093 0 0.0368960251066724 0.0603843703234845 0 0.00612671596812166 0.01 0.376205215180499 0.930232762038923 NA
"327" "GTEX.13VXU.0011.R11b.SM.5O9DJ" 0.026765675289517 0.0289130760105158 0.00383870043317666 0.869651892406332 0.013640182571213 0 0.0296591838311385 0 0.0275312894581068 0 0.534978082712794 0.845948202488398 NA
"328" "GTEX.13X6I.0011.R11a.SM.5P9HN" 0.0572936559924723 0.0628193882593424 0 0.833254783136168 0.0101112800195982 0 0.0241909100679157 0 0.0123299825245038 0 0.577368085222294 0.822584431683187 NA
"329" "GTEX.13X6J.0011.R11a.SM.5P9HE" 0.036561031458321 0.0231234233853155 0.00109549348654353 0.884981030791847 0.00380093034660923 0.00101916041595787 0.0335207895015002 0 0.0158981406139057 0 0.524617638098405 0.851420004503036 NA
"330" "GTEX.13X6K.0011.R11a.SM.5P9F5" 0.180556558357603 0.037571055944746 0 0.72493580235893 0.0226945338434981 0 0.0253862065782697 0 0.00885584291695315 0 0.58715603306171 0.814228951443756 NA
"331" "GTEX.144GL.0011.R11b.SM.5P9F6" 0.0553060996608023 0.0224253461855022 0 0.865927271630368 0.0100414874977133 0 0.0188300766236869 0 0.0274697184019268 0 0.567491496056027 0.826578122258325 NA
"332" "GTEX.145LU.0011.R11b.SM.5P9JX" 0.046745516635909 0.0245637942618067 0 0.874488945066021 0.0138902427788086 0 0.0145067311294393 0 0.0258047701280157 0 0.541482188932738 0.841815691979346 NA
"333" "GTEX.145MH.0011.R11a.SM.5P9HQ" 0.0192697476210548 0.0187807283117131 0 0.899463309583109 0.00688924113846986 0 0.034972459019271 0 0.0206245143263817 0 0.53554396223447 0.844924299657107 NA
"334" "GTEX.145MI.0011.R11a.SM.5P9JZ" 0.0559429916415723 0.16893455437933 0 0.693918827209658 0 0.0238547426527271 0.0573488841167134 0 0 0.01 0.283750960113443 0.96746333194429 NA
"335" "GTEX.14ABY.0011.R11a.SM.5SI7C" 0.0417356546999862 0.0347607045379592 0 0.871009112158567 0.013161846283381 0 0.0218738528243686 0 0.0174588294957378 0 0.540304827475752 0.842665081915593 NA
"336" "GTEX.14BIM.0011.R11b.SM.5S2RN" 0.0619970312826537 0.0309852437287468 0 0.85192877314492 0.016869773860934 0 0.0179394206633277 0 0.0202797573194181 0 0.582284579409173 0.818313580596903 NA
"337" "GTEX.14BIN.0011.R11a.SM.5SI79" 0.0826460674459323 0.0452131449707801 0 0.734558364721142 0.0345989371414347 0 0.0760342859123446 0 0.026949199808366 0 0.573426590893734 0.827367365118856 NA
"338" "GTEX.N7MS.0011.R11A.SM.2HMJS" 0.019063691685153 0.0255200718882384 0 0.903204261029613 0.00109851109312704 0.0019763677264793 0.0323995787478438 0 0.0167375178295458 0 0.531613057023647 0.847254419569319 NA
"339" "GTEX.NL3H.0011.R11A.SM.2I3E6" 0.052746717861761 0.0347010107583331 0 0.863594635307267 0.0154422488537236 0 0.0231284591745736 0 0.0103869280443414 0 0.602200915136015 0.805990264617134 NA
"340" "GTEX.NL4W.0011.R11A.SM.2I3DW" 0.0526348277644769 0.0449290867476432 0 0.843826068199792 0.00732991194386583 0 0.0396002329634283 0 0.0116798723807932 0 0.535870087428232 0.845615980612778 NA
"341" "GTEX.NPJ7.0011.R11A.SM.2I3E8" 0.0899058901930292 0.0686712077418033 0 0.802385391397449 0.0128519770136134 0 0.0192693200179098 0 0.00691621363619493 0 0.587294256375007 0.817242324670685 NA
"342" "GTEX.NPJ8.0011.R11A.SM.2YUMS" 0.105195452490645 0.0733385234236116 0 0.771457960182926 0.020313589486482 0 0.0221608264860227 0 0.00753364793031352 0.01 0.515488823648577 0.857773570848382 NA
"343" "GTEX.OHPN.0011.R11A.SM.2I5FM" 0.027477443855263 0.085551213773173 0 0.72391670843282 0.0477937486369987 0 0.0980878659529238 0 0.0171730193488214 0.01 0.4696201361484 0.882397158139618 NA
"344" "GTEX.P44H.0011.R11A.SM.2XCER" 0.0480185134112097 0.0198954019956798 0.00206575532048637 0.873144509040586 0.0126611982414874 0 0.0194006621894343 0 0.0248139598011167 0.01 0.521103176219895 0.853609532295333 NA
"345" "GTEX.Q2AG.0011.R11A.SM.2HMKZ" 0.0578306635071866 0.0279458506521147 0 0.817012031099508 0.0147971561343128 0 0.0824142986068783 0 0 0.01 0.506819226432524 0.861556938291877 NA
"346" "GTEX.QDT8.0011.R11A.SM.32PKD" 0.133944327716599 0.0385795540359565 0 0.719749805131728 0.0287847519027205 0 0.0355622774398276 0 0.0433792837731685 0 0.538908113448574 0.845261964620339 NA
"347" "GTEX.QMR6.0011.R11A.SM.32PKK" 0.0960793616661617 0.0352729741698574 0 0.766727697559558 0.0307922057468118 0 0.0408309169232767 0 0.0302968439343338 0 0.532516220290963 0.848707991861419 NA
"348" "GTEX.R55E.0011.R11A.SM.2TC6I" 0.0498157498071648 0.0456940860495322 0 0.810702263592633 0.0126108887868181 0 0.0589749303127162 0 0.0222020814511355 0.01 0.509998691303272 0.860522801149746 NA
"349" "GTEX.RU72.0011.R11A.SM.5SI8G" 0.0541519643448081 0.0256152757962518 0 0.869853763471376 0.013954091898396 0 0.0120680250840923 0 0.0243568794050763 0 0.532605851583184 0.846977566698894 NA
"350" "GTEX.RVPV.0011.R11A.SM.2TF6F" 0.0293461201323547 0.0393347804820922 0 0.855732488570587 0 0.0431015737183456 0.020171019407401 0 0.0123140176892192 0.01 0.498835477628788 0.866719862296723 NA
"351" "GTEX.S7SE.0011.R11A.SM.2XCDD" 0.051621106533838 0.0286868388138105 0 0.862118846227074 0.00958803771589986 0 0.0230218237280321 0 0.0249633469813457 0 0.543833104984684 0.840670347693718 NA
"352" "GTEX.T2IS.0011.R11A.SM.32QPC" 0.0188111543281798 0.00733616736059073 0 0.89069612448557 0.0111933621403652 0 0.0501485942522514 0 0.0218145974330426 0 0.523892054499879 0.85170780614868 NA
"353" "GTEX.T5JC.0011.R11A.SM.32PMB" 0.0295156061271374 0.0471203701549088 0 0.817637456108641 0.00795517456762358 0 0.0767372407645946 0 0.0210341522770948 0 0.523307606077999 0.852893718994683 NA
"354" "GTEX.T6MN.0011.R11A.SM.32QOX" 0.0527480843434926 0.0340755733083317 0 0.812644200106225 0.0177002183327274 0 0.0828319239092237 0 0 0 0.543927790905561 0.84076519195391 NA
"355" "GTEX.TSE9.0011.R11A.SM.3DB7N" 0.059509079024661 0.0881080871339299 6e-04 0.770997636195043 0.00339047382435065 0.0141551064785899 0.041181014901221 0 0.022101233009859 0 0.537101378807711 0.847798390935297 NA
"356" "GTEX.UTHO.0011.R11A.SM.3GIJE" 0.039785243361827 0.0340746757813004 0 0.842249897341121 0.0240415818778133 0 0.0255793275049504 0 0.0342692741329875 0.01 0.507003613792675 0.862136800633293 NA
"357" "GTEX.WHSE.0011.R11A.SM.3P5YY" 0.0612734183774208 0.0689941473643126 0.00446072910145884 0.662178734873458 0 0.00929794785122869 0.166783955001606 0 0.0270110674305147 0.01 0.433086407766334 0.902031524776052 NA
"358" "GTEX.WL46.0011.R11A.SM.3MJFT" 0.0373673499804965 0.0399472425514079 0.00895334774839128 0.809857061477917 0.0140144480045468 0 0.0898605502372404 0 0 0.01 0.474176193352332 0.879662419493222 NA
"359" "GTEX.WVLH.0011.R11A.SM.3MJFO" 0.0452760052357434 0.0154108583659569 0 0.884795687186856 0.0119155531249055 0 0.0210197579818271 0 0.0215821381047113 0.01 0.518873502934223 0.854751974690652 NA
"360" "GTEX.WWYW.0011.R11A.SM.3NB38" 0.0657073040991914 0.0307996481642172 0 0.802698692311687 0.0281042075335316 0 0.0521558188128311 0 0.0205343290785417 0 0.597868447693921 0.811342630757531 NA
"361" "GTEX.WZTO.0011.R11A.SM.4E3K9" 0.0524709511412789 0.0343500394698464 0 0.806340014034314 0.023929562237228 0 0.0690079653502924 0 0.0139014677670403 0.01 0.520509655411508 0.854530762146744 NA
"362" "GTEX.X261.0011.R11A.SM.4E3JY" 0.060796722644302 0.0459393618354009 0 0.853759899095186 0.00619438671807229 0 0.019175273309403 0 0.0141343563976354 0 0.52906720298965 0.849278177168648 NA
"363" "GTEX.X4EP.0011.R11B.SM.4QASK" 0.050493472327523 0.0568528370166981 3e-04 0.814674590011033 0.021374890635326 0 0.0264031662659673 0 0.0298847456646802 0 0.582243902877864 0.821156084075912 NA
"364" "GTEX.X4XX.0011.R11A.SM.46MWQ" 0.0561346299223407 0.0333104340258811 0 0.823513606380555 0.0257201335211504 0 0.0283575579047315 0 0.0329636382453415 0.01 0.501224851193812 0.865334320148261 NA
"365" "GTEX.X585.0011.R11B.SM.46MUZ" 0.0847389101567042 0.126337036874216 0.0726875109300324 0.646114743956914 0.00770857816749899 0 0.0337715984083164 0 0.0286416215063177 0 0.556225222770839 0.845527405662999 NA
"366" "GTEX.XMD1.0011.R11A.SM.4AT5J" 0.03550022800608 0.0385546562847085 0 0.865698483426319 0.020711163916963 0.00306225074627441 0.0182645995892292 0 0.018208618030426 0 0.563028698069034 0.829770637254166 NA
"367" "GTEX.XOTO.0011.R11B.SM.4B64O" 0.0311162814539496 0.0764506778628744 0 0.802045500320747 2e-04 0.0280135965888545 0.0540120249942943 0 0.00814174214016181 0 0.578659341731426 0.824000062851202 NA
"368" "GTEX.Y8DK.0011.R11A.SM.4SOK2" 0.0541451905257379 0.0215276087627153 0 0.850614114995671 0.0172518358877848 0 0.0304190834835766 0 0.0260421663445143 0 0.535901800088441 0.845395764494564 NA
"369" "GTEX.YFC4.0011.R11a.SM.4SOK6" 0.070627480692901 0.0334494427598172 0 0.831304214898125 0.0332291527294398 0 0.0242030290947109 0 0.0071866798250066 0 0.543954919896155 0.841054261674612 NA
"370" "GTEX.YJ89.0011.R11a.SM.4SOKA" 0.032001405525934 0.0223663699409781 0 0.904898048204201 0.00997054451125054 0 0.0133451125141575 0 0.017418519303479 0 0.540646725088995 0.841834816641336 NA
"371" "GTEX.Z93S.0011.R11a.SM.4RGNN" 0.0208298707790117 0.0368710004382135 0 0.833118865896919 0.0247187158749414 0 0.0751771723257858 0 0.00928437468512843 0.01 0.396603664705456 0.921305201428602 NA
"372" "GTEX.ZAB4.0011.R11a.SM.4SOKI" 0.0527974824850328 0.033051282924742 0 0.847785186468196 0.0127482693530334 0 0.0391802895812508 0 0.0144374891877455 0 0.577731658085873 0.821246018923956 NA
"373" "GTEX.ZDXO.0011.R11a.SM.4WWD9" 0.0251062521143593 0.0222866716118332 0 0.914437247075178 0.00351498687253165 0 0.0128260423302789 0 0.0218287999958189 0 0.539311143747241 0.842576679817967 NA
"374" "GTEX.ZE7O.0011.R11a.SM.57WBC" 0.0509974267246777 0.0273117116265562 0 0.860007982984054 0.012510373998576 0 0.0421766766365494 0 0.00699582802958706 0.01 0.514963773308533 0.857055630343479 NA
"375" "GTEX.ZF28.0011.R11a.SM.4WWEI" 0.0750652605654823 0.102802606319506 0 0.767476535705027 0.0172396019858484 0 0.0296482911342553 0 0.00776770428988068 0.01 0.331258578441664 0.950077175150525 NA
"376" "GTEX.ZUA1.0011.R11b.SM.51MTI" 0.0493902366396841 0.0218246257843831 0 0.859500813182358 0.0180265696076175 0 0.0243038599424578 0 0.0269538948434999 0 0.549596262231352 0.837399146512651 NA
"377" "GTEX.ZVT3.0011.R11b.SM.57WBI" 0.0221555215507799 0.0257386083960024 0 0.902315366719636 0.00966880873213127 0 0.0115295164580591 0 0.0285921781433911 0 0.539945259962108 0.842486422276302 NA
"378" "GTEX.ZVZQ.0011.R11a.SM.51MS6" 0.0354997554435612 0.0159055519556664 0 0.892928482623664 0.0129223611739797 0 0.0181343800800714 0 0.0246094687230576 0.01 0.507529167373606 0.86141754389189 NA
"379" "GTEX.111FC.3326.SM.5GZYV" 0.0961852070880161 0.0984622602526567 0 0.759836411093777 0.00889840052135684 0 0.0140829808282993 0 0.0225347402158942 0 0.556298381985697 0.836770161004007 NA
"380" "GTEX.1128S.2826.SM.5N9DI" 0.0837414432805561 0.0457773285183511 0 0.749520955589198 0.026774764799394 0 0.0681411294186782 0 0.0260443783938223 0.01 0.487746381511322 0.872732568159845 NA
"381" "GTEX.117XS.3126.SM.5GIDP" 0.0734897523606427 0.0447199847333383 0 0.778196310721918 0.0234346400063299 0 0.0732992282961768 0 0.00686008388159441 0 0.550701321069153 0.838192956957261 NA
"382" "GTEX.1192X.3226.SM.5987D" 0.0699916976523231 0.0743382454356086 0 0.795024570237234 0.0104824142867381 0 0.0387789639281536 0 0.0113841084599424 0 0.548147221777152 0.840305399299943 NA
"383" "GTEX.11DXW.1026.SM.5H11K" 0.122636497191956 0.0477641017981283 0 0.747312921653563 0.00394453953189852 0 0.0630348437578104 0 0.0153070960666434 0.01 0.492379842621117 0.869741775676098 NA
"384" "GTEX.11DXY.3126.SM.5N9BT" 0.102538456718279 0.0484942960872625 0 0.741335413424075 0.00522704652472683 0 0.0893032137116692 0 0.013101573533987 0.01 0.483648127470056 0.874432032692431 NA
"385" "GTEX.11DYG.2926.SM.5H132" 0.089022094204239 0.0628154419624504 0 0.686098859107918 0.026208609308301 0 0.113331023941236 0 0.022523971475855 0.01 0.329835902916058 0.951426190797635 NA
"386" "GTEX.11DZ1.2926.SM.5A5KI" 0.114445461270303 0.107397686064991 0 0.725308284895483 0.0268291840089237 0 0.0151581496265972 0 0.0108612341337018 0.01 0.461791919492092 0.886316468606574 NA
"387" "GTEX.11EI6.2926.SM.5985U" 0.0817461825175463 0.131920701453088 0 0.733952176675028 0.0136164299825204 0 0.0265737255873297 0 0.0121907837844877 0.01 0.510560519035339 0.862414763369282 NA
"388" "GTEX.11EMC.3326.SM.5P9JH" 0.179203860194577 0.100808097216711 0 0.663077138496188 0.0268957518137108 0 0.0145802751108411 0 0.0154348771679721 0.01 0.509934690403211 0.860395350139909 NA
"389" "GTEX.11GSO.3026.SM.5Q5AL" 0.0610815035023384 0.0523074919855946 0 0.740614187068849 0.0264092012226252 0 0.119587616220593 0 0 0.01 0.374743959945912 0.931403242411527 NA
"390" "GTEX.11GSP.3126.SM.5A5LL" 0.147378703927513 0.0824735343102972 0 0.700059034779709 0 0.00824835931140524 0.0367372950137126 0 0.0251030726573631 0.01 0.396558282675154 0.919031294611791 NA
"391" "GTEX.11NUK.3026.SM.5986K" 0.0575324441650303 0.0435265882069096 0 0.832817805299711 0.0154924604870492 0 0.0317662985933201 0 0.0188644032479803 0 0.553776756928344 0.835861188430764 NA
"392" "GTEX.11NV4.2226.SM.5BC4T" 0.0502975351439482 0.0255961970291905 0 0.821895230108266 0.0241408930141267 0 0.0780701447044686 0 0 0 0.54004611192803 0.842845062900657 NA
"393" "GTEX.11O72.2826.SM.5HL6W" 0.0549281301158526 0.0329279669354411 1e-04 0.826164224776254 0.0293931654339927 0 0.0380578678028706 0 0.0184548644764836 0 0.57009102785272 0.826712565569232 NA
"394" "GTEX.11OF3.2926.SM.5HL78" 0.0556676306812044 0.023712335046507 0 0.799658780901844 0.0232124605300188 0 0.0977487928404257 0 0 0.01 0.448211199881808 0.893749677760473 NA
"395" "GTEX.11ONC.3026.SM.5985W" 0.210134778827903 0.0924904882022589 0 0.619607911484991 0 0.0178009619114603 0.0318628251577257 0 0.0281030344156618 0.01 0.505589483354522 0.86225196078932 NA
"396" "GTEX.11PRG.2826.SM.5BC54" 0.108920434233935 0.0264000249146844 0 0.77359248490743 0.0284288927855462 0 0.0272163142607094 0 0.0354418488976949 0 0.53857037799643 0.8447598219147 NA
"397" "GTEX.11TTK.2826.SM.5GU5K" 0.165519758350641 0.0894282031719554 0 0.651956418333775 0.0395057586407686 0 0.0257037060981904 0 0.0278861554046699 0 0.561564400150756 0.833760634890842 NA
"398" "GTEX.11ZTS.3226.SM.5EGID" 0.132566008295256 0.0926579924312197 0 0.705617837001082 0 0.0363149536304622 0.0318628937071975 0 0.001 0 0.54875858926021 0.841047366519933 NA
"399" "GTEX.11ZUS.2826.SM.5EQKW" 0.0505134190287434 0.0270508425426022 0 0.830949100254379 0.0223718070739807 0 0.061050072432077 0 0.00806475866821777 0.01 0.51019505424294 0.85991024829468 NA
"400" "GTEX.11ZVC.3026.SM.59HJM" 0.0717081112878722 0.0400317468803596 0 0.792025508399979 0.0305255197388777 0 0.027371970427394 0 0.0383371432655174 0.01 0.520557664065528 0.855327876886875 NA
"401" "GTEX.12126.0926.SM.5FQTW" 0.0863180304847632 0.0296164954173394 0 0.797616948056483 0.0188201937703699 0 0.0676283322710446 0 0 0 0.552089653605502 0.836310330731538 NA
"402" "GTEX.1269C.3126.SM.5EGI6" 0.157052471411995 0.138344315762802 0 0.625025068389382 0.0234753187542368 0 0.016354032945999 0 0.0397487927355846 0.01 0.505162425575989 0.864860088366581 NA
"403" "GTEX.12WSB.3026.SM.59HKM" 0.221839007257975 0.0828137821757906 0 0.611913905181935 0.0152148253242224 0 0.0429090032863053 0 0.025309476773772 0 0.552898735615169 0.834898417550937 NA
"404" "GTEX.12WSC.2926.SM.5BC5Z" 0.0322622523664283 0.0261241100223679 0 0.862165544052813 0.0113048436638107 0 0.0578715997777754 0 0.0102716501168044 0.01 0.504652031439481 0.862906443305557 NA
"405" "GTEX.12WSD.3026.SM.5LZU7" 0.136856755996146 0.0512045918258067 0 0.692836645613608 0.00929524172667691 0 0.0942054749160822 0 0.0156012899216805 0.01 0.448087736148771 0.893243193083737 NA
"406" "GTEX.12WSE.2926.SM.5RQJ9" 0.0263798369274505 0.0347369517788236 0 0.844505581334728 0.010086344679122 0.0523292436092347 0.0296498073830048 0 0.00231223428763638 0.01 0.416236786944535 0.910889544194278 NA
"407" "GTEX.12WSH.3126.SM.5LZW8" 0.0535161438426143 0.0389334957620745 0 0.838051331258118 0.0134320171440471 0 0.0208080392280487 0 0.0352589727650969 0 0.583718987650571 0.818690919920133 NA
"408" "GTEX.12WSM.2126.SM.5GCOC" 0.127629554627649 0.0417505230338981 0 0.768999870644201 0.013213080151234 0 0.0354968298808796 0 0.0129101416621385 0.01 0.517680314154318 0.855756562548834 NA
"409" "GTEX.12ZZX.2826.SM.5BC6K" 0.0814136137669031 0.0263073143840496 0 0.777044606156764 0.0424749342176762 0 0.0485134930602188 0 0.0242460384143884 0 0.580089114029115 0.822330690721888 NA
"410" "GTEX.12ZZY.2926.SM.5DUXO" 0.065531722398609 0.0259438685217718 0 0.797867181265398 0.0186260005954243 0 0.0920312272187969 0 0 0 0.546649099878218 0.838999626851027 NA
"411" "GTEX.12ZZZ.3126.SM.5LZU6" 0.0245220535346185 0.0709066735764512 0 0.836649550914884 0.0024555115404553 0 0.0549792193813103 0 0.0104869910522812 0 0.53660161734063 0.845696304966866 NA
"412" "GTEX.13112.2926.SM.5DUWT" 0.107946978167349 0.036208624554538 0 0.777012692405574 0.0208643082667312 0 0.0368851900327093 0 0.0210822065730991 0 0.568509754568971 0.827880155138843 NA
"413" "GTEX.1313W.3026.SM.5LZUZ" 0.0444398645831733 0.0289169413664174 0 0.831596809538146 0.021713077857294 0 0.0733333066549689 0 0 0 0.538183768761433 0.843896809802007 NA
"414" "GTEX.131XH.2926.SM.5LZU4" 0.044278548390862 0.0338763320496197 0 0.871259044572054 0.0104310728239552 0 0.0207124846605655 0 0.0194425175029439 0 0.570099384418573 0.825132583845787 NA
"415" "GTEX.131YS.3026.SM.5EGHY" 0.07120968587581 0.0213698976511369 0 0.827451691574158 0.0282032235520535 0 0.0362341585546393 0 0.0155313427922026 0 0.536043741812091 0.84548811065978 NA
"416" "GTEX.132Q8.2926.SM.5IFFP" 0.149537876195284 0.140643689826872 0 0.636720510149485 0.0239402255240366 0 0.0398534577468016 0 0.00930424055752027 0 0.539654175065888 0.847301562276036 NA
"417" "GTEX.1399T.3126.SM.5IJFS" 0.0558185375600209 0.0220366624944234 0 0.846782513068843 0.0231772276432895 0 0.0261574029779428 0 0.0260276562554803 0 0.579001946352545 0.820583418374594 NA
"418" "GTEX.139TS.3126.SM.5LZWX" 0.127512407598395 0.0467822270231453 0 0.71956742301918 0.0273821402713343 0 0.0532139303118738 0 0.0255418717760717 0 0.544768430168696 0.842161842176595 NA
"419" "GTEX.139TT.2626.SM.5LZUB" 0.0816300787774907 0.0477153579280273 0 0.795909030137719 0.0265489462042962 0 0.030350030937055 0 0.0178465560154117 0 0.542974956998506 0.842657474766006 NA
"420" "GTEX.13CF2.3026.SM.5IFFX" 0.12575357806424 0.0332309161860136 0 0.759047250613671 0.030714890784023 0 0.0356125838486299 0 0.015640780503423 0 0.525076817061304 0.851915464831097 NA
"421" "GTEX.13FHO.2926.SM.5L3ES" 0.120643272595954 0.0729107874065791 0 0.760471185535319 0.00622379602705958 0 0.0270962262900353 0 0.0126547321450532 0.01 0.502890717486632 0.864313664063934 NA
"422" "GTEX.13FHP.2926.SM.5IJG9" 0.0764588030504601 0.064166456306614 0 0.785855047240446 0.00836010357992208 0 0.0470211935925414 0 0.0181383962300167 0 0.529172695948522 0.850569764649117 NA
"423" "GTEX.13FXS.3026.SM.5LZYO" 0.0861181514043599 0.0236376785814923 0 0.766831321672035 0.00731445494230904 0 0.0982350136936843 0 0.0178633797061195 0.01 0.459126765025781 0.887613095125533 NA
"424" "GTEX.13G51.3126.SM.5IJG7" 0.120411496939982 0.033445121324524 0 0.784382992388725 0.00687227096237791 0 0.0359011427890054 0 0.0189869755953858 0.01 0.512540615480395 0.858485986453662 NA
"425" "GTEX.13JUV.3026.SM.5K7WX" 0.107036688765732 0.0785794475484549 0 0.563522630436426 0.0483703398284366 0 0.20249089342095 0 0 0.01 0.419601796645955 0.912158442340475 NA
