"Input_Sample" "astrocytes" "endothelial" "microglia" "neurons" "fetal_quiescent" "fetal_replicating" "oligodendrocytes" "hybrid" "OPC" "P.value" "Pearson" "Correlation" "RMSE"
"57" "GTEX.R55E.0011.R4A.SM.2TC5H" 0.319725116958537 0.0559233957676807 0 0.417989704543664 0.0821428665486906 0 0.124218916181427 0 0 0 0.560886652108071 0.828683463385916 NA
"58" "GTEX.RNOR.0011.R4A.SM.3GAD3" 0.405005732674061 0.0821931391154783 0 0.241589956972487 0.0665483935736448 0 0.1935480957476 0 0.0111146819167294 0 0.582610443789442 0.826824845523697 NA
"59" "GTEX.S7SE.0011.R4A.SM.2XCDB" 0.307889519436066 0.0682962154217477 0 0.388804702103417 0.0545817957309899 0 0.143128440377531 0 0.0372993269302493 0 0.567149101082575 0.824326260568381 NA
"60" "GTEX.T5JC.0011.R4A.SM.32PLT" 0.343140995959524 0.0864018649160581 0.0523691108417412 0.30071043613749 0.062476723596206 0 0.15490086854898 0 0 0 0.594276485168745 0.806023007328984 NA
"61" "GTEX.T6MN.0011.R4A.SM.32QPG" 0.373124842439536 0.10129934712505 0 0.230516779863332 0.0513167662424085 0 0.223363454434875 0 0.0203788098947981 0 0.675036450202067 0.742297166179271 NA
"62" "GTEX.TSE9.0011.R4A.SM.3DB7H" 0.26745972899466 0.0991290653108124 0 0.471284305006159 0.0274425188097388 0 0.122294940335152 0 0.0123894415434768 0 0.527919486189083 0.849156669978362 NA
"63" "GTEX.UTHO.0011.R4A.SM.3GIJP" 0.0739033769310039 0.115240938207996 0 0.346305554254301 0.0565417886664902 0 0.3492892952733 0 0.0587190466669091 0 0.598860680407404 0.808231659071852 NA
"64" "GTEX.WHSE.0011.R4A.SM.3P5ZN" 0.226393078560732 0.0791337449925141 0.0828539327770075 0.26451164000457 0.08475469381085 0 0.262352909854327 0 0 0 0.536088962778608 0.849859965767015 NA
"65" "GTEX.WVLH.0011.R4A.SM.3MJFS" 0.37411881059024 0.0873263285985222 0 0.342158109667621 0.0545363342192556 0 0.141860416924361 0 0 0 0.605760738824808 0.798352972751999 NA
"66" "GTEX.WZTO.0011.R4A.SM.3NMC7" 0.179888670714663 0.0662148018326205 0 0.588591711489243 0.0268528806996737 0 0.1384519352638 0 0 0.01 0.474972895846887 0.879500583572852 NA
"67" "GTEX.X4XX.0011.R4B.SM.46MWL" 0.0681119308937291 0.101397935818828 0 0.351963719588585 0.0471306562530416 0 0.33982734851802 0 0.0915684089277959 0.01 0.519068876952712 0.871851904770849 NA
"68" "GTEX.X585.0011.R4B.SM.46MVH" 0.0687463383593966 0.111329024121778 0.0724401614338019 0.320687778791557 0.0740583789988149 0 0.352738318294652 0 0 0 0.620186838477197 0.789441323618804 NA
"69" "GTEX.XLM4.0011.R4B.SM.4AT5C" 0.241749899751707 0.0823483166960914 0 0.411276568454276 0.0312206127224152 0 0.23340460237551 0 0 0 0.623979535787041 0.782645800022178 NA
"70" "GTEX.YFC4.0011.R4a.SM.4RGLQ" 0.215151349339216 0.0507127269529615 0 0.445132815398454 0.0414837774275629 0 0.197214511124295 0 0.0503048197575102 0 0.550998469269155 0.834628934842545 NA
"71" "GTEX.ZAB4.0011.R4a.SM.4SOKB" 0.0812334212764662 0.112352612983309 0 0.424562363410726 0.0669527403703632 0 0.31429175929204 0 6e-04 0 0.602541568079895 0.799649201586324 NA
"72" "GTEX.ZVZQ.0011.R4b.SM.57WCZ" 0.390402456854874 0.0555364557532284 0 0.311196453148065 0.0466501879489478 0 0.109199028395836 0 0.0870154178990479 0 0.659794439081836 0.753145862100171 NA
"73" "GTEX.11GSO.0011.R3b.SM.57WB2" 0.157724933133671 0.0359985459907349 0 0.754617938019761 0.0216890320576903 0 0.0232810426633074 0 0.00668850813483509 0 0.604162960874891 0.804588514530687 NA
"74" "GTEX.11UD1.0011.R3a.SM.5BC6S" 0.567390517677915 0.0616704747547052 0 0.209996171254976 0.0317775772554359 0 0.0614645596147759 0 0.0677006994421924 0 0.772953998580848 0.646196561982725 NA
"75" "GTEX.11ZTS.0011.R3a.SM.5BC78" 0.520407266953402 0.0926669691109728 0 0.250561610560621 0.0189447255105059 0 0.0623700361495252 0 0.0550493917149736 0 0.829467692630383 0.564271667765605 NA
"76" "GTEX.11ZVC.0011.R3a.SM.5BC6V" 0.350767223753286 0.117425169967122 0 0.253563790924596 0.0171879537106643 0 0.17453141380036 0 0.0865244478439722 0.01 0.472348169900947 0.900117697327722 NA
"77" "GTEX.12WSC.0011.R3a.SM.5P9F1" 0.147177170504429 0.0408741221302778 0 0.735418227750888 0.0210090730573535 0 0.0555214065570515 0 0 0 0.584517957141055 0.817630025898173 NA
"78" "GTEX.12WSD.0011.R3b.SM.5LZWN" 0.340868895420116 0.0730918763679075 0 0.409948811728146 0.0296785555123178 0 0.130157562067078 0 0.0162542989044355 0.01 0.491893682036435 0.879075407514508 NA
"79" "GTEX.12WSF.0011.R3a.SM.5DUW7" 0.191527756212652 0.0846977633422404 0 0.573342727871764 0.0405707352634752 0 0.109861017309869 0 0 0 0.573557200613156 0.824051788335485 NA
"80" "GTEX.12WSM.0011.R3b.SM.5LZWI" 0.229966044163075 0.0352255856999184 0 0.674245894586126 0.0163540037681881 0 0.0442084717826922 0 0 0 0.590419884890143 0.809696072493294 NA
"81" "GTEX.12ZZW.0011.R3a.SM.5DUWW" 0.356625646577932 0.113458834345748 0 0.358875367815265 0.0256250757815454 0 0.12051589419676 0 0.0248991812827496 0.01 0.502144005530866 0.873004305119525 NA
"82" "GTEX.12ZZX.0011.R3b.SM.5EGLH" 0.306603849222357 0.065825265756449 0 0.425410789833046 0.0338245627606981 0 0.168335532427451 0 0 0 0.549930061167554 0.83766358387588 NA
"83" "GTEX.12ZZZ.0011.R3b.SM.5DUXK" 0.371525304336361 0.0781203034172054 0 0.404810228973014 0.0496824274755201 0 0.0714537701369021 0 0.0244079656609967 0 0.590659706055266 0.807906577707774 NA
"84" "GTEX.13112.0011.R3b.SM.5HL9L" 0.503942856016833 0.0630313020990823 0.00244552642111224 0.354760116575142 0.0421000841567859 0 0.0337201147310448 0 0 0 0.805147246669867 0.597246607953493 NA
"85" "GTEX.1313W.0011.R3a.SM.5EGLI" 0.0745051585104542 0.0508916267946369 0 0.779973737429551 0.0143090321895828 0 0.0803204450757752 0 0 0.01 0.355252812693142 0.940766856139481 NA
"86" "GTEX.131XH.0011.R3b.SM.5DUWM" 0.139404377639243 0.0390823355486692 0 0.74432480122419 0.0197244412514443 0 0.0463791837264005 0 0.0110848606100531 0 0.573784182862443 0.82424388029662 NA
"87" "GTEX.131YS.0011.R3b.SM.5DUXB" 0.126993527316317 0.0479254415340217 0.00518469024194119 0.743478434173456 0.0268058245108572 0 0.0426223695008216 0 0.00698971272258456 0 0.628988279040653 0.793837819300869 NA
"88" "GTEX.139T8.0011.R3b.SM.5HL4R" 0.147310265446579 0.189385955509207 0 0.273367776470454 0.0567377278201275 0 0.272004436154594 0 0.0611938385990391 0.01 0.499338717368667 0.872458776897516 NA
"89" "GTEX.139TT.0011.R3b.SM.5K7VL" 0.38284220528436 0.052852627136851 0 0.429271804701672 0.0284787475018981 0 0.106554615375219 0 0 0 0.543181664843418 0.847001233381172 NA
"90" "GTEX.13CF2.0011.R3b.SM.5LZZ6" 0.406982736369222 0.0505871678015647 0 0.487294988708818 0.0154174664724062 0 0.039717640647989 0 0 0 0.79825708373488 0.617784347934829 NA
"91" "GTEX.13CIG.0011.R3b.SM.5K7XF" 0.455687050961972 0.127906109088878 0.0143057284579447 0.296337973557949 0.0189786427481721 0 0.0472965513155209 0 0.0394879438695629 0 0.601456843035297 0.807909395277036 NA
"92" "GTEX.13CZV.0011.R3a.SM.5KM27" 0.447651802773229 0.0401339835652163 0 0.47541554535733 0.0123910454512133 0 0.0190149711655515 0 0.00539265168746057 0 0.780892149944601 0.62955094074667 NA
"93" "GTEX.13FHO.0011.R3b.SM.5K7YA" 0.521025303367728 0.0973857706946528 0.001 0.331828386830516 0.0231355121498833 0 0.0256335894914567 0 0 0 0.755269284123406 0.659891093218132 NA
"94" "GTEX.13FLV.0011.R3b.SM.5LZYP" 0.395595558861667 0.070248336056107 0 0.402360613272138 0.019235361275284 0 0.0914649018611062 0 0.0210952286736977 0 0.553666381639423 0.839781460972134 NA
"95" "GTEX.13IVO.0011.R3b.SM.5IJBJ" 0.320521136067571 0.195932857664669 0 0.326555175603944 0.0306628449858407 0 0.0740867204499679 0 0.0522412652280066 0 0.528894414830062 0.848912834859348 NA
"96" "GTEX.13JVG.0011.R3b.SM.5LZXF" 0.426285606617951 0.153427821382224 0 0.333595973956981 0.00526162406243551 0 0.0378032454758062 0 0.0436257285046015 0 0.705135677950008 0.710788897441335 NA
"97" "GTEX.13N1W.0011.R3a.SM.5MR5E" 0.191578188404593 0.0515238258693907 0 0.720006482812786 0.00937314012222071 0 0.0252877409121224 0 0.00223062187888774 0 0.548758364792204 0.836629059277315 NA
"98" "GTEX.13N2G.0011.R3b.SM.5MR5G" 0.376372859708028 0.111525028814971 0.0658215434530685 0.281257499752983 0.079199748072861 0 0.0750474223481444 0 0.010775897849944 0 0.590479398498932 0.80809310776223 NA
"99" "GTEX.13NYS.0011.R3b.SM.5MR41" 0.362521253901459 0.0834782323656543 0 0.445095162482158 0.0311473952198666 0 0.0543500379511204 0 0.0234079180797416 0 0.56392066563331 0.827154014914144 NA
"100" "GTEX.13O3O.0011.R3b.SM.5KM3R" 0.318705070449771 0.0638147938727299 0 0.588385253745599 0.00834264875578215 0 0.0207053987935922 0 0 0 0.685523170157975 0.735213211159557 NA
"101" "GTEX.13O3Q.0011.R3a.SM.5P9H3" 0.268251894080137 0.0541983555672376 2e-04 0.607068855091754 0.0291362191862438 0 0.0411817614667768 0 0 0 0.638725788699506 0.776242858941822 NA
"102" "GTEX.13OVH.0011.R3a.SM.5KM49" 0.404335483504223 0.0687929246266039 0 0.450539823930182 0.0396006906716266 0 0.0367310772673637 0 0 0 0.7160689211978 0.70146810359011 NA
"103" "GTEX.13OVL.0011.R3b.SM.5L3I8" 0.289467694986737 0.0763858346110033 0 0.488759172443453 0.0391425960081404 0 0.0907211239873064 0 0.0155235779633598 0 0.524368108891414 0.851420961814323 NA
"104" "GTEX.13OW5.0011.R3a.SM.5L3I5" 0.128819394756466 0.151103340887981 0 0.613594727804168 0.0572027387673817 0 0.0258275581014403 0 0.0234522396825632 0 0.530465508029177 0.854770748684839 NA
"105" "GTEX.13OW7.0011.R3a.SM.5O9DA" 0.564509261086134 0.0915380824942659 0 0.267942028517603 0.0150024317057366 0 0.0281299597576232 0 0.0328782364386379 0 0.821623981614759 0.576150665901754 NA
"106" "GTEX.13OW8.0011.R3a.SM.5L3I4" 0.480082956961796 0.0670331637274798 0 0.424217927810237 0.00977876190245656 0 0.0188871895980304 0 0 0 0.75316460830155 0.659916559614614 NA
"107" "GTEX.13PLJ.0011.R3a.SM.5O9DT" 0.484913147842486 0.0979770310665497 0 0.275154469292219 0.0255129318914619 0 0.0627216119762178 0 0.0537208079310656 0 0.529572801223526 0.879039950100375 NA
"108" "GTEX.13PVQ.0011.R3b.SM.5O9D6" 0.441948636028068 0.106913990621626 0 0.322722150329122 0.00786097916239301 0 0.0636545401330699 0 0.0568997037257211 0 0.743862421659163 0.671853393145572 NA
"109" "GTEX.13QIC.0011.R3a.SM.5P9HT" 0.383523116139289 0.0705542886688866 0.00150905379855073 0.496569774232043 0.0218337096260972 0 0.0122558432588955 0 0.0137542142762375 0 0.754096230592534 0.667217281499094 NA
"110" "GTEX.13RTJ.0011.R3a.SM.5PNX7" 0.367781080531275 0.0774016280478694 0.00107656324115685 0.492063878082029 0.0292939337822857 0 0.0274980292787173 0 0.00488488703666614 0 0.76403658214911 0.661997177815748 NA
"111" "GTEX.13RTL.0011.R3a.SM.5P9JP" 0.376988753520312 0.209200510873192 0 0.2289671493716 0.018759570015493 0 0.129125888527292 0 0.0369581276921107 0 0.524566679296579 0.860852769145791 NA
"112" "GTEX.13S7M.0011.R3a.SM.5PNX2" 0.39606160597258 0.05164209020409 0.00516636299378656 0.4874826266947 0.0308801643043637 0 0.0281823369694015 0 6e-04 0 0.730800067342899 0.687904198810087 NA
"113" "GTEX.13SLW.0011.R3b.SM.5SI6Y" 0.326341242139319 0.0953314438630517 0 0.498795658739079 0.0212112135907561 0 0.0163336543258891 0 0.0419867873419047 0 0.627376977981057 0.780353529595938 NA
"114" "GTEX.13VXU.0011.R3b.SM.5O9CU" 0.0841081910599916 0.0475267405285378 0.00213337715377944 0.797195839732755 0.0181759995946604 0 0.0249372425965027 0 0.0259226093337731 0 0.679462561287622 0.763588821853487 NA
"115" "GTEX.13X6I.0011.R3b.SM.5P9HM" 0.398533827928701 0.101900505567964 0 0.435767424914936 0.0343582930277599 0 0.0200712123733169 0 0.00936873618732215 0 0.730253534531592 0.688834290587499 NA
"116" "GTEX.13X6J.0011.R3b.SM.5P9K5" 0.3097464129372 0.0449670329574355 0 0.601172862804117 0.0192173952208171 0 0.0248962960804308 0 0 0 0.793340775501673 0.646911953606524 NA
"117" "GTEX.13X6K.0011.R3b.SM.5PNUD" 0.170689599741431 0.0429974821683828 0 0.518071709912788 0.0408581073706076 0 0.20970752125385 0 0.0176755795529412 0 0.687419577931477 0.739243896046444 NA
"118" "GTEX.1445S.0011.R3a.SM.5P9HY" 0.550360962123481 0.124944722969442 0.0115201336439794 0.188963165046002 0.0242383662570098 0 0.0376932545152759 0 0.0622793954448091 0 0.804146319134802 0.600058020497952 NA
"119" "GTEX.144GL.0011.R3a.SM.5P9HP" 0.45213561496022 0.0507472957853309 0 0.40476586104348 0.0312310615080309 0 0.0611201667029381 0 0 0 0.798653649129851 0.610198752309788 NA
"120" "GTEX.145LS.0011.R3a.SM.5S2VJ" 0.317807922890117 0.0821735144321836 0.00176740490452765 0.552214051403537 0.0288155052392814 0 0.0158148910435089 0 0.00140671008684408 0 0.723812060701604 0.706567922191925 NA
"121" "GTEX.145LU.0011.R3a.SM.5P9K2" 0.526148208553528 0.0674367240256795 8e-04 0.35740176828097 0.0257912433105255 0 0.0183099911824207 0 0.00407899327639515 0 0.723091834184288 0.69857964240298 NA
"122" "GTEX.145MG.0011.R3b.SM.5SI67" 0.497620275094876 0.0550963302324012 0 0.382001539686219 0.0357098167958126 0 0.0276237708976289 0 0.00194826729306223 0 0.811814704290866 0.588590839179282 NA
"123" "GTEX.145MH.0011.R3b.SM.5P9JQ" 0.0465584581270514 0.0377497635339022 0 0.794595536705098 0.0352792268621361 0 0.060625193856024 0 0.0251918209157885 0.01 0.399764415118373 0.918057966493814 NA
"124" "GTEX.1477Z.0011.R3b.SM.5PNX9" 0.609604991572531 0.117025200957166 0 0.142449040064579 0.0205585776348105 0 0.0575340612797296 0 0.0528281284911845 0 0.808722056686769 0.605720010639992 NA
"125" "GTEX.14BIM.0011.R3b.SM.5S2RL" 0.154779328639787 0.0416480418302291 0 0.747571982692643 0.0277495989446834 0 0.0170836521520366 0 0.0111673957406214 0 0.703572869224336 0.743624379212526 NA
